horizon,target_variable,age_id,scenario_id,value,sample,location
15 wk,inc infection,older,D,7015,39,PL
16 wk,inc infection,older,D,7011,39,PL
17 wk,inc infection,older,D,6966,39,PL
18 wk,inc infection,older,D,7406,39,PL
19 wk,inc infection,older,D,8177,39,PL
20 wk,inc infection,older,D,9350,39,PL
21 wk,inc infection,older,D,11382,39,PL
22 wk,inc infection,older,D,14425,39,PL
23 wk,inc infection,older,D,18735,39,PL
24 wk,inc infection,older,D,25311,39,PL
25 wk,inc infection,older,D,44126,39,PL
26 wk,inc infection,older,D,90138,39,PL
27 wk,inc infection,older,D,180177,39,PL
28 wk,inc infection,older,D,308198,39,PL
29 wk,inc infection,older,D,411566,39,PL
30 wk,inc infection,older,D,508924,39,PL
31 wk,inc infection,older,D,664052,39,PL
32 wk,inc infection,older,D,769457,39,PL
33 wk,inc infection,older,D,660627,39,PL
34 wk,inc infection,older,D,403869,39,PL
35 wk,inc infection,older,D,181948,39,PL
36 wk,inc infection,older,D,68954,39,PL
37 wk,inc infection,older,D,23304,39,PL
38 wk,inc infection,older,D,8549,39,PL
39 wk,inc infection,older,D,3997,39,PL
40 wk,inc infection,older,D,2109,39,PL
41 wk,inc infection,older,D,1424,39,PL
42 wk,inc infection,older,D,180,39,PL
1 wk,inc death,older,D,791,39,PL
2 wk,inc death,older,D,638,39,PL
3 wk,inc death,older,D,491,39,PL
4 wk,inc death,older,D,321,39,PL
5 wk,inc death,older,D,211,39,PL
6 wk,inc death,older,D,113,39,PL
7 wk,inc death,older,D,51,39,PL
8 wk,inc death,older,D,24,39,PL
9 wk,inc death,older,D,18,39,PL
10 wk,inc death,older,D,14,39,PL
11 wk,inc death,older,D,12,39,PL
12 wk,inc death,older,D,11,39,PL
13 wk,inc death,older,D,5,39,PL
14 wk,inc death,older,D,5,39,PL
15 wk,inc death,older,D,7,39,PL
16 wk,inc death,older,D,6,39,PL
17 wk,inc death,older,D,11,39,PL
18 wk,inc death,older,D,10,39,PL
19 wk,inc death,older,D,14,39,PL
20 wk,inc death,older,D,7,39,PL
21 wk,inc death,older,D,12,39,PL
22 wk,inc death,older,D,8,39,PL
23 wk,inc death,older,D,17,39,PL
24 wk,inc death,older,D,21,39,PL
25 wk,inc death,older,D,14,39,PL
26 wk,inc death,older,D,33,39,PL
27 wk,inc death,older,D,57,39,PL
28 wk,inc death,older,D,105,39,PL
29 wk,inc death,older,D,235,39,PL
30 wk,inc death,older,D,361,39,PL
31 wk,inc death,older,D,593,39,PL
32 wk,inc death,older,D,738,39,PL
33 wk,inc death,older,D,865,39,PL
34 wk,inc death,older,D,979,39,PL
35 wk,inc death,older,D,970,39,PL
36 wk,inc death,older,D,718,39,PL
37 wk,inc death,older,D,405,39,PL
38 wk,inc death,older,D,182,39,PL
39 wk,inc death,older,D,61,39,PL
40 wk,inc death,older,D,30,39,PL
41 wk,inc death,older,D,10,39,PL
42 wk,inc death,older,D,1,39,PL
1 wk,inc hosp,older,D,5536,39,PL
2 wk,inc hosp,older,D,3626,39,PL
3 wk,inc hosp,older,D,2294,39,PL
4 wk,inc hosp,older,D,1384,39,PL
5 wk,inc hosp,older,D,737,39,PL
6 wk,inc hosp,older,D,381,39,PL
7 wk,inc hosp,older,D,192,39,PL
8 wk,inc hosp,older,D,116,39,PL
9 wk,inc hosp,older,D,102,39,PL
10 wk,inc hosp,older,D,75,39,PL
11 wk,inc hosp,older,D,56,39,PL
12 wk,inc hosp,older,D,40,39,PL
13 wk,inc hosp,older,D,59,39,PL
14 wk,inc hosp,older,D,52,39,PL
15 wk,inc hosp,older,D,87,39,PL
16 wk,inc hosp,older,D,80,39,PL
17 wk,inc hosp,older,D,79,39,PL
18 wk,inc hosp,older,D,95,39,PL
19 wk,inc hosp,older,D,107,39,PL
20 wk,inc hosp,older,D,96,39,PL
21 wk,inc hosp,older,D,105,39,PL
22 wk,inc hosp,older,D,124,39,PL
23 wk,inc hosp,older,D,189,39,PL
24 wk,inc hosp,older,D,233,39,PL
25 wk,inc hosp,older,D,340,39,PL
26 wk,inc hosp,older,D,514,39,PL
27 wk,inc hosp,older,D,1093,39,PL
28 wk,inc hosp,older,D,2230,39,PL
29 wk,inc hosp,older,D,3969,39,PL
30 wk,inc hosp,older,D,5417,39,PL
31 wk,inc hosp,older,D,6460,39,PL
32 wk,inc hosp,older,D,8236,39,PL
33 wk,inc hosp,older,D,9898,39,PL
34 wk,inc hosp,older,D,8530,39,PL
35 wk,inc hosp,older,D,5363,39,PL
36 wk,inc hosp,older,D,2482,39,PL
37 wk,inc hosp,older,D,905,39,PL
38 wk,inc hosp,older,D,265,39,PL
39 wk,inc hosp,older,D,93,39,PL
40 wk,inc hosp,older,D,38,39,PL
41 wk,inc hosp,older,D,17,39,PL
42 wk,inc hosp,older,D,1,39,PL
1 wk,inc infection,child,A,375230,40,PL
2 wk,inc infection,child,A,263030,40,PL
3 wk,inc infection,child,A,166878,40,PL
4 wk,inc infection,child,A,106831,40,PL
5 wk,inc infection,child,A,72517,40,PL
6 wk,inc infection,child,A,51405,40,PL
7 wk,inc infection,child,A,35880,40,PL
8 wk,inc infection,child,A,26474,40,PL
9 wk,inc infection,child,A,20163,40,PL
10 wk,inc infection,child,A,17267,40,PL
11 wk,inc infection,child,A,15549,40,PL
12 wk,inc infection,child,A,15258,40,PL
13 wk,inc infection,child,A,15906,40,PL
14 wk,inc infection,child,A,17150,40,PL
15 wk,inc infection,child,A,13295,40,PL
16 wk,inc infection,child,A,11593,40,PL
17 wk,inc infection,child,A,11329,40,PL
18 wk,inc infection,child,A,11523,40,PL
19 wk,inc infection,child,A,12541,40,PL
20 wk,inc infection,child,A,14219,40,PL
21 wk,inc infection,child,A,16909,40,PL
22 wk,inc infection,child,A,21289,40,PL
23 wk,inc infection,child,A,26655,40,PL
24 wk,inc infection,child,A,39795,40,PL
25 wk,inc infection,child,A,91392,40,PL
26 wk,inc infection,child,A,196825,40,PL
27 wk,inc infection,child,A,361764,40,PL
28 wk,inc infection,child,A,556592,40,PL
29 wk,inc infection,child,A,732234,40,PL
30 wk,inc infection,child,A,894895,40,PL
31 wk,inc infection,child,A,975263,40,PL
32 wk,inc infection,child,A,842373,40,PL
33 wk,inc infection,child,A,521698,40,PL
34 wk,inc infection,child,A,247695,40,PL
35 wk,inc infection,child,A,105396,40,PL
36 wk,inc infection,child,A,48201,40,PL
37 wk,inc infection,child,A,25700,40,PL
38 wk,inc infection,child,A,16606,40,PL
39 wk,inc infection,child,A,12590,40,PL
40 wk,inc infection,child,A,10688,40,PL
41 wk,inc infection,child,A,10064,40,PL
42 wk,inc infection,child,A,1405,40,PL
1 wk,inc death,child,A,4,40,PL
2 wk,inc death,child,A,6,40,PL
3 wk,inc death,child,A,3,40,PL
4 wk,inc death,child,A,1,40,PL
5 wk,inc death,child,A,1,40,PL
6 wk,inc death,child,A,0,40,PL
7 wk,inc death,child,A,0,40,PL
8 wk,inc death,child,A,0,40,PL
9 wk,inc death,child,A,0,40,PL
10 wk,inc death,child,A,0,40,PL
11 wk,inc death,child,A,0,40,PL
12 wk,inc death,child,A,0,40,PL
13 wk,inc death,child,A,0,40,PL
14 wk,inc death,child,A,0,40,PL
15 wk,inc death,child,A,0,40,PL
16 wk,inc death,child,A,0,40,PL
17 wk,inc death,child,A,0,40,PL
18 wk,inc death,child,A,0,40,PL
19 wk,inc death,child,A,0,40,PL
20 wk,inc death,child,A,0,40,PL
21 wk,inc death,child,A,0,40,PL
22 wk,inc death,child,A,0,40,PL
23 wk,inc death,child,A,0,40,PL
24 wk,inc death,child,A,0,40,PL
25 wk,inc death,child,A,0,40,PL
26 wk,inc death,child,A,0,40,PL
27 wk,inc death,child,A,0,40,PL
28 wk,inc death,child,A,1,40,PL
29 wk,inc death,child,A,3,40,PL
30 wk,inc death,child,A,2,40,PL
31 wk,inc death,child,A,7,40,PL
32 wk,inc death,child,A,5,40,PL
33 wk,inc death,child,A,4,40,PL
34 wk,inc death,child,A,2,40,PL
35 wk,inc death,child,A,3,40,PL
36 wk,inc death,child,A,0,40,PL
37 wk,inc death,child,A,0,40,PL
38 wk,inc death,child,A,0,40,PL
39 wk,inc death,child,A,0,40,PL
40 wk,inc death,child,A,0,40,PL
41 wk,inc death,child,A,0,40,PL
42 wk,inc death,child,A,0,40,PL
1 wk,inc hosp,child,A,18,40,PL
2 wk,inc hosp,child,A,12,40,PL
3 wk,inc hosp,child,A,13,40,PL
4 wk,inc hosp,child,A,4,40,PL
5 wk,inc hosp,child,A,4,40,PL
6 wk,inc hosp,child,A,1,40,PL
7 wk,inc hosp,child,A,3,40,PL
8 wk,inc hosp,child,A,1,40,PL
9 wk,inc hosp,child,A,2,40,PL
10 wk,inc hosp,child,A,2,40,PL
11 wk,inc hosp,child,A,0,40,PL
12 wk,inc hosp,child,A,0,40,PL
13 wk,inc hosp,child,A,0,40,PL
14 wk,inc hosp,child,A,1,40,PL
15 wk,inc hosp,child,A,0,40,PL
16 wk,inc hosp,child,A,0,40,PL
17 wk,inc hosp,child,A,0,40,PL
18 wk,inc hosp,child,A,0,40,PL
19 wk,inc hosp,child,A,0,40,PL
20 wk,inc hosp,child,A,1,40,PL
21 wk,inc hosp,child,A,0,40,PL
22 wk,inc hosp,child,A,0,40,PL
23 wk,inc hosp,child,A,1,40,PL
24 wk,inc hosp,child,A,0,40,PL
25 wk,inc hosp,child,A,1,40,PL
26 wk,inc hosp,child,A,4,40,PL
27 wk,inc hosp,child,A,9,40,PL
28 wk,inc hosp,child,A,11,40,PL
29 wk,inc hosp,child,A,26,40,PL
30 wk,inc hosp,child,A,38,40,PL
31 wk,inc hosp,child,A,45,40,PL
32 wk,inc hosp,child,A,37,40,PL
33 wk,inc hosp,child,A,34,40,PL
34 wk,inc hosp,child,A,19,40,PL
35 wk,inc hosp,child,A,11,40,PL
36 wk,inc hosp,child,A,6,40,PL
37 wk,inc hosp,child,A,3,40,PL
38 wk,inc hosp,child,A,1,40,PL
39 wk,inc hosp,child,A,0,40,PL
40 wk,inc hosp,child,A,1,40,PL
41 wk,inc hosp,child,A,0,40,PL
42 wk,inc hosp,child,A,0,40,PL
1 wk,inc infection,adult,A,878164,40,PL
2 wk,inc infection,adult,A,616287,40,PL
3 wk,inc infection,adult,A,396311,40,PL
4 wk,inc infection,adult,A,252631,40,PL
5 wk,inc infection,adult,A,168106,40,PL
6 wk,inc infection,adult,A,118255,40,PL
7 wk,inc infection,adult,A,85401,40,PL
8 wk,inc infection,adult,A,63226,40,PL
9 wk,inc infection,adult,A,49515,40,PL
10 wk,inc infection,adult,A,41882,40,PL
11 wk,inc infection,adult,A,37974,40,PL
12 wk,inc infection,adult,A,36371,40,PL
13 wk,inc infection,adult,A,38304,40,PL
14 wk,inc infection,adult,A,41678,40,PL
15 wk,inc infection,adult,A,39696,40,PL
16 wk,inc infection,adult,A,36567,40,PL
17 wk,inc infection,adult,A,35876,40,PL
18 wk,inc infection,adult,A,37136,40,PL
19 wk,inc infection,adult,A,39687,40,PL
20 wk,inc infection,adult,A,44663,40,PL
21 wk,inc infection,adult,A,52764,40,PL
22 wk,inc infection,adult,A,65554,40,PL
23 wk,inc infection,adult,A,82750,40,PL
24 wk,inc infection,adult,A,112831,40,PL
25 wk,inc infection,adult,A,191591,40,PL
26 wk,inc infection,adult,A,367624,40,PL
27 wk,inc infection,adult,A,723283,40,PL
28 wk,inc infection,adult,A,1245092,40,PL
29 wk,inc infection,adult,A,1784744,40,PL
30 wk,inc infection,adult,A,2251701,40,PL
31 wk,inc infection,adult,A,2426736,40,PL
32 wk,inc infection,adult,A,2068528,40,PL
33 wk,inc infection,adult,A,1305899,40,PL
34 wk,inc infection,adult,A,628587,40,PL
35 wk,inc infection,adult,A,269278,40,PL
36 wk,inc infection,adult,A,125606,40,PL
37 wk,inc infection,adult,A,67047,40,PL
38 wk,inc infection,adult,A,42760,40,PL
39 wk,inc infection,adult,A,31627,40,PL
40 wk,inc infection,adult,A,27274,40,PL
41 wk,inc infection,adult,A,25791,40,PL
42 wk,inc infection,adult,A,3644,40,PL
1 wk,inc death,adult,A,75,40,PL
2 wk,inc death,adult,A,78,40,PL
3 wk,inc death,adult,A,54,40,PL
4 wk,inc death,adult,A,30,40,PL
5 wk,inc death,adult,A,14,40,PL
6 wk,inc death,adult,A,18,40,PL
7 wk,inc death,adult,A,13,40,PL
8 wk,inc death,adult,A,3,40,PL
9 wk,inc death,adult,A,4,40,PL
10 wk,inc death,adult,A,3,40,PL
11 wk,inc death,adult,A,4,40,PL
12 wk,inc death,adult,A,5,40,PL
13 wk,inc death,adult,A,0,40,PL
14 wk,inc death,adult,A,3,40,PL
15 wk,inc death,adult,A,0,40,PL
16 wk,inc death,adult,A,2,40,PL
17 wk,inc death,adult,A,2,40,PL
18 wk,inc death,adult,A,2,40,PL
19 wk,inc death,adult,A,0,40,PL
20 wk,inc death,adult,A,0,40,PL
21 wk,inc death,adult,A,3,40,PL
22 wk,inc death,adult,A,0,40,PL
23 wk,inc death,adult,A,5,40,PL
24 wk,inc death,adult,A,3,40,PL
25 wk,inc death,adult,A,1,40,PL
26 wk,inc death,adult,A,5,40,PL
27 wk,inc death,adult,A,5,40,PL
28 wk,inc death,adult,A,12,40,PL
29 wk,inc death,adult,A,23,40,PL
30 wk,inc death,adult,A,61,40,PL
31 wk,inc death,adult,A,75,40,PL
32 wk,inc death,adult,A,100,40,PL
33 wk,inc death,adult,A,95,40,PL
34 wk,inc death,adult,A,96,40,PL
35 wk,inc death,adult,A,55,40,PL
36 wk,inc death,adult,A,50,40,PL
37 wk,inc death,adult,A,13,40,PL
38 wk,inc death,adult,A,10,40,PL
39 wk,inc death,adult,A,5,40,PL
40 wk,inc death,adult,A,1,40,PL
41 wk,inc death,adult,A,2,40,PL
42 wk,inc death,adult,A,0,40,PL
1 wk,inc hosp,adult,A,612,40,PL
2 wk,inc hosp,adult,A,375,40,PL
3 wk,inc hosp,adult,A,283,40,PL
4 wk,inc hosp,adult,A,187,40,PL
5 wk,inc hosp,adult,A,121,40,PL
6 wk,inc hosp,adult,A,75,40,PL
7 wk,inc hosp,adult,A,41,40,PL
8 wk,inc hosp,adult,A,41,40,PL
9 wk,inc hosp,adult,A,30,40,PL
10 wk,inc hosp,adult,A,25,40,PL
11 wk,inc hosp,adult,A,15,40,PL
12 wk,inc hosp,adult,A,20,40,PL
13 wk,inc hosp,adult,A,17,40,PL
14 wk,inc hosp,adult,A,12,40,PL
15 wk,inc hosp,adult,A,17,40,PL
16 wk,inc hosp,adult,A,20,40,PL
17 wk,inc hosp,adult,A,22,40,PL
18 wk,inc hosp,adult,A,13,40,PL
19 wk,inc hosp,adult,A,14,40,PL
20 wk,inc hosp,adult,A,12,40,PL
21 wk,inc hosp,adult,A,21,40,PL
22 wk,inc hosp,adult,A,15,40,PL
23 wk,inc hosp,adult,A,27,40,PL
24 wk,inc hosp,adult,A,45,40,PL
25 wk,inc hosp,adult,A,55,40,PL
26 wk,inc hosp,adult,A,77,40,PL
27 wk,inc hosp,adult,A,147,40,PL
28 wk,inc hosp,adult,A,327,40,PL
29 wk,inc hosp,adult,A,549,40,PL
30 wk,inc hosp,adult,A,716,40,PL
31 wk,inc hosp,adult,A,955,40,PL
32 wk,inc hosp,adult,A,1094,40,PL
33 wk,inc hosp,adult,A,919,40,PL
34 wk,inc hosp,adult,A,574,40,PL
35 wk,inc hosp,adult,A,283,40,PL
36 wk,inc hosp,adult,A,124,40,PL
37 wk,inc hosp,adult,A,62,40,PL
38 wk,inc hosp,adult,A,33,40,PL
39 wk,inc hosp,adult,A,21,40,PL
40 wk,inc hosp,adult,A,12,40,PL
41 wk,inc hosp,adult,A,17,40,PL
42 wk,inc hosp,adult,A,2,40,PL
1 wk,inc infection,older,A,287356,40,PL
2 wk,inc infection,older,A,188490,40,PL
3 wk,inc infection,older,A,117209,40,PL
4 wk,inc infection,older,A,71013,40,PL
5 wk,inc infection,older,A,46440,40,PL
6 wk,inc infection,older,A,31531,40,PL
7 wk,inc infection,older,A,22829,40,PL
8 wk,inc infection,older,A,17083,40,PL
9 wk,inc infection,older,A,13112,40,PL
10 wk,inc infection,older,A,11071,40,PL
11 wk,inc infection,older,A,9665,40,PL
12 wk,inc infection,older,A,9393,40,PL
13 wk,inc infection,older,A,9606,40,PL
14 wk,inc infection,older,A,10399,40,PL
15 wk,inc infection,older,A,10439,40,PL
16 wk,inc infection,older,A,9259,40,PL
17 wk,inc infection,older,A,9122,40,PL
18 wk,inc infection,older,A,9538,40,PL
19 wk,inc infection,older,A,9961,40,PL
20 wk,inc infection,older,A,11127,40,PL
21 wk,inc infection,older,A,12961,40,PL
22 wk,inc infection,older,A,16438,40,PL
23 wk,inc infection,older,A,20515,40,PL
24 wk,inc infection,older,A,27285,40,PL
25 wk,inc infection,older,A,47198,40,PL
26 wk,inc infection,older,A,94340,40,PL
27 wk,inc infection,older,A,197861,40,PL
28 wk,inc infection,older,A,386805,40,PL
29 wk,inc infection,older,A,574071,40,PL
30 wk,inc infection,older,A,710548,40,PL
31 wk,inc infection,older,A,812667,40,PL
32 wk,inc infection,older,A,773434,40,PL
33 wk,inc infection,older,A,538496,40,PL
34 wk,inc infection,older,A,261759,40,PL
35 wk,inc infection,older,A,98387,40,PL
36 wk,inc infection,older,A,37865,40,PL
37 wk,inc infection,older,A,18123,40,PL
38 wk,inc infection,older,A,10838,40,PL
39 wk,inc infection,older,A,7722,40,PL
40 wk,inc infection,older,A,6634,40,PL
41 wk,inc infection,older,A,6143,40,PL
42 wk,inc infection,older,A,894,40,PL
1 wk,inc death,older,A,604,40,PL
2 wk,inc death,older,A,636,40,PL
3 wk,inc death,older,A,541,40,PL
4 wk,inc death,older,A,268,40,PL
5 wk,inc death,older,A,169,40,PL
6 wk,inc death,older,A,112,40,PL
7 wk,inc death,older,A,73,40,PL
8 wk,inc death,older,A,49,40,PL
9 wk,inc death,older,A,24,40,PL
10 wk,inc death,older,A,21,40,PL
11 wk,inc death,older,A,15,40,PL
12 wk,inc death,older,A,13,40,PL
13 wk,inc death,older,A,10,40,PL
14 wk,inc death,older,A,10,40,PL
15 wk,inc death,older,A,9,40,PL
16 wk,inc death,older,A,8,40,PL
17 wk,inc death,older,A,11,40,PL
18 wk,inc death,older,A,7,40,PL
19 wk,inc death,older,A,4,40,PL
20 wk,inc death,older,A,10,40,PL
21 wk,inc death,older,A,6,40,PL
22 wk,inc death,older,A,13,40,PL
23 wk,inc death,older,A,17,40,PL
24 wk,inc death,older,A,13,40,PL
25 wk,inc death,older,A,14,40,PL
26 wk,inc death,older,A,28,40,PL
27 wk,inc death,older,A,39,40,PL
28 wk,inc death,older,A,88,40,PL
29 wk,inc death,older,A,168,40,PL
30 wk,inc death,older,A,339,40,PL
31 wk,inc death,older,A,546,40,PL
32 wk,inc death,older,A,753,40,PL
33 wk,inc death,older,A,815,40,PL
34 wk,inc death,older,A,926,40,PL
35 wk,inc death,older,A,745,40,PL
36 wk,inc death,older,A,464,40,PL
37 wk,inc death,older,A,256,40,PL
38 wk,inc death,older,A,75,40,PL
39 wk,inc death,older,A,37,40,PL
40 wk,inc death,older,A,12,40,PL
41 wk,inc death,older,A,11,40,PL
42 wk,inc death,older,A,0,40,PL
1 wk,inc hosp,older,A,4277,40,PL
2 wk,inc hosp,older,A,2651,40,PL
3 wk,inc hosp,older,A,1565,40,PL
4 wk,inc hosp,older,A,971,40,PL
5 wk,inc hosp,older,A,531,40,PL
6 wk,inc hosp,older,A,340,40,PL
7 wk,inc hosp,older,A,277,40,PL
8 wk,inc hosp,older,A,173,40,PL
9 wk,inc hosp,older,A,138,40,PL
10 wk,inc hosp,older,A,97,40,PL
11 wk,inc hosp,older,A,92,40,PL
12 wk,inc hosp,older,A,76,40,PL
13 wk,inc hosp,older,A,76,40,PL
14 wk,inc hosp,older,A,75,40,PL
15 wk,inc hosp,older,A,74,40,PL
16 wk,inc hosp,older,A,85,40,PL
17 wk,inc hosp,older,A,84,40,PL
18 wk,inc hosp,older,A,66,40,PL
19 wk,inc hosp,older,A,67,40,PL
20 wk,inc hosp,older,A,79,40,PL
21 wk,inc hosp,older,A,99,40,PL
22 wk,inc hosp,older,A,104,40,PL
23 wk,inc hosp,older,A,121,40,PL
24 wk,inc hosp,older,A,136,40,PL
25 wk,inc hosp,older,A,212,40,PL
26 wk,inc hosp,older,A,355,40,PL
27 wk,inc hosp,older,A,736,40,PL
28 wk,inc hosp,older,A,1518,40,PL
29 wk,inc hosp,older,A,3173,40,PL
30 wk,inc hosp,older,A,5010,40,PL
31 wk,inc hosp,older,A,6018,40,PL
32 wk,inc hosp,older,A,7027,40,PL
33 wk,inc hosp,older,A,6873,40,PL
34 wk,inc hosp,older,A,4910,40,PL
35 wk,inc hosp,older,A,2396,40,PL
36 wk,inc hosp,older,A,848,40,PL
37 wk,inc hosp,older,A,256,40,PL
38 wk,inc hosp,older,A,126,40,PL
39 wk,inc hosp,older,A,73,40,PL
40 wk,inc hosp,older,A,55,40,PL
41 wk,inc hosp,older,A,50,40,PL
42 wk,inc hosp,older,A,6,40,PL
1 wk,inc infection,child,B,375230,40,PL
2 wk,inc infection,child,B,263030,40,PL
3 wk,inc infection,child,B,166878,40,PL
4 wk,inc infection,child,B,106831,40,PL
5 wk,inc infection,child,B,72517,40,PL
6 wk,inc infection,child,B,51405,40,PL
7 wk,inc infection,child,B,36048,40,PL
8 wk,inc infection,child,B,26102,40,PL
9 wk,inc infection,child,B,20408,40,PL
10 wk,inc infection,child,B,17477,40,PL
11 wk,inc infection,child,B,16089,40,PL
12 wk,inc infection,child,B,15944,40,PL
13 wk,inc infection,child,B,16752,40,PL
14 wk,inc infection,child,B,17914,40,PL
15 wk,inc infection,child,B,14240,40,PL
16 wk,inc infection,child,B,12375,40,PL
17 wk,inc infection,child,B,11747,40,PL
18 wk,inc infection,child,B,12148,40,PL
19 wk,inc infection,child,B,13223,40,PL
20 wk,inc infection,child,B,14551,40,PL
21 wk,inc infection,child,B,16989,40,PL
22 wk,inc infection,child,B,21544,40,PL
23 wk,inc infection,child,B,27445,40,PL
24 wk,inc infection,child,B,41093,40,PL
25 wk,inc infection,child,B,92116,40,PL
26 wk,inc infection,child,B,200859,40,PL
27 wk,inc infection,child,B,372478,40,PL
28 wk,inc infection,child,B,561439,40,PL
29 wk,inc infection,child,B,739019,40,PL
30 wk,inc infection,child,B,918598,40,PL
31 wk,inc infection,child,B,983132,40,PL
32 wk,inc infection,child,B,815779,40,PL
33 wk,inc infection,child,B,498761,40,PL
34 wk,inc infection,child,B,238408,40,PL
35 wk,inc infection,child,B,103765,40,PL
36 wk,inc infection,child,B,48547,40,PL
37 wk,inc infection,child,B,26948,40,PL
38 wk,inc infection,child,B,17501,40,PL
39 wk,inc infection,child,B,13283,40,PL
40 wk,inc infection,child,B,11275,40,PL
41 wk,inc infection,child,B,10922,40,PL
42 wk,inc infection,child,B,1513,40,PL
1 wk,inc death,child,B,4,40,PL
2 wk,inc death,child,B,6,40,PL
3 wk,inc death,child,B,3,40,PL
4 wk,inc death,child,B,1,40,PL
5 wk,inc death,child,B,1,40,PL
6 wk,inc death,child,B,0,40,PL
7 wk,inc death,child,B,0,40,PL
8 wk,inc death,child,B,0,40,PL
9 wk,inc death,child,B,0,40,PL
10 wk,inc death,child,B,0,40,PL
11 wk,inc death,child,B,0,40,PL
12 wk,inc death,child,B,0,40,PL
13 wk,inc death,child,B,0,40,PL
14 wk,inc death,child,B,0,40,PL
15 wk,inc death,child,B,0,40,PL
16 wk,inc death,child,B,0,40,PL
17 wk,inc death,child,B,0,40,PL
18 wk,inc death,child,B,0,40,PL
19 wk,inc death,child,B,0,40,PL
20 wk,inc death,child,B,0,40,PL
21 wk,inc death,child,B,0,40,PL
22 wk,inc death,child,B,0,40,PL
23 wk,inc death,child,B,0,40,PL
24 wk,inc death,child,B,0,40,PL
25 wk,inc death,child,B,0,40,PL
26 wk,inc death,child,B,0,40,PL
27 wk,inc death,child,B,1,40,PL
28 wk,inc death,child,B,1,40,PL
29 wk,inc death,child,B,2,40,PL
30 wk,inc death,child,B,1,40,PL
31 wk,inc death,child,B,4,40,PL
32 wk,inc death,child,B,4,40,PL
33 wk,inc death,child,B,6,40,PL
34 wk,inc death,child,B,1,40,PL
35 wk,inc death,child,B,0,40,PL
36 wk,inc death,child,B,1,40,PL
37 wk,inc death,child,B,0,40,PL
38 wk,inc death,child,B,0,40,PL
39 wk,inc death,child,B,0,40,PL
40 wk,inc death,child,B,0,40,PL
41 wk,inc death,child,B,0,40,PL
42 wk,inc death,child,B,0,40,PL
1 wk,inc hosp,child,B,18,40,PL
2 wk,inc hosp,child,B,12,40,PL
3 wk,inc hosp,child,B,13,40,PL
4 wk,inc hosp,child,B,4,40,PL
5 wk,inc hosp,child,B,4,40,PL
6 wk,inc hosp,child,B,1,40,PL
7 wk,inc hosp,child,B,2,40,PL
8 wk,inc hosp,child,B,0,40,PL
9 wk,inc hosp,child,B,0,40,PL
10 wk,inc hosp,child,B,1,40,PL
11 wk,inc hosp,child,B,0,40,PL
12 wk,inc hosp,child,B,0,40,PL
13 wk,inc hosp,child,B,0,40,PL
14 wk,inc hosp,child,B,0,40,PL
15 wk,inc hosp,child,B,0,40,PL
16 wk,inc hosp,child,B,0,40,PL
17 wk,inc hosp,child,B,1,40,PL
18 wk,inc hosp,child,B,0,40,PL
19 wk,inc hosp,child,B,1,40,PL
20 wk,inc hosp,child,B,0,40,PL
21 wk,inc hosp,child,B,0,40,PL
22 wk,inc hosp,child,B,0,40,PL
23 wk,inc hosp,child,B,2,40,PL
24 wk,inc hosp,child,B,1,40,PL
25 wk,inc hosp,child,B,4,40,PL
26 wk,inc hosp,child,B,1,40,PL
27 wk,inc hosp,child,B,8,40,PL
28 wk,inc hosp,child,B,16,40,PL
29 wk,inc hosp,child,B,22,40,PL
30 wk,inc hosp,child,B,36,40,PL
31 wk,inc hosp,child,B,36,40,PL
32 wk,inc hosp,child,B,44,40,PL
33 wk,inc hosp,child,B,27,40,PL
34 wk,inc hosp,child,B,13,40,PL
35 wk,inc hosp,child,B,7,40,PL
36 wk,inc hosp,child,B,3,40,PL
37 wk,inc hosp,child,B,2,40,PL
38 wk,inc hosp,child,B,2,40,PL
39 wk,inc hosp,child,B,0,40,PL
40 wk,inc hosp,child,B,0,40,PL
41 wk,inc hosp,child,B,1,40,PL
42 wk,inc hosp,child,B,0,40,PL
1 wk,inc infection,adult,B,878164,40,PL
2 wk,inc infection,adult,B,616287,40,PL
3 wk,inc infection,adult,B,396311,40,PL
4 wk,inc infection,adult,B,252631,40,PL
5 wk,inc infection,adult,B,168106,40,PL
6 wk,inc infection,adult,B,118255,40,PL
7 wk,inc infection,adult,B,85409,40,PL
8 wk,inc infection,adult,B,63382,40,PL
9 wk,inc infection,adult,B,49988,40,PL
10 wk,inc infection,adult,B,41997,40,PL
11 wk,inc infection,adult,B,38640,40,PL
12 wk,inc infection,adult,B,36806,40,PL
13 wk,inc infection,adult,B,38276,40,PL
14 wk,inc infection,adult,B,42657,40,PL
15 wk,inc infection,adult,B,41646,40,PL
16 wk,inc infection,adult,B,38174,40,PL
17 wk,inc infection,adult,B,37782,40,PL
18 wk,inc infection,adult,B,38335,40,PL
19 wk,inc infection,adult,B,41814,40,PL
20 wk,inc infection,adult,B,46610,40,PL
21 wk,inc infection,adult,B,55409,40,PL
22 wk,inc infection,adult,B,68011,40,PL
23 wk,inc infection,adult,B,86072,40,PL
24 wk,inc infection,adult,B,117542,40,PL
25 wk,inc infection,adult,B,194439,40,PL
26 wk,inc infection,adult,B,375062,40,PL
27 wk,inc infection,adult,B,744300,40,PL
28 wk,inc infection,adult,B,1258106,40,PL
29 wk,inc infection,adult,B,1793711,40,PL
