scenario_id,sample,horizon,target_variable,value,location
B,86,52 wk,inc hosp,2,NL
B,86,52 wk,inc icu,1,NL
B,86,52 wk,inc infection,622,NL
B,86,53 wk,inc case,74,NL
B,86,53 wk,inc death,0,NL
B,86,53 wk,inc hosp,1,NL
B,86,53 wk,inc icu,0,NL
B,86,53 wk,inc infection,160,NL
B,86,6 wk,inc case,17475,NL
B,86,6 wk,inc death,29,NL
B,86,6 wk,inc hosp,110,NL
B,86,6 wk,inc icu,35,NL
B,86,6 wk,inc infection,41441,NL
B,86,7 wk,inc case,21520,NL
B,86,7 wk,inc death,33,NL
B,86,7 wk,inc hosp,135,NL
B,86,7 wk,inc icu,42,NL
B,86,7 wk,inc infection,51430,NL
B,86,8 wk,inc case,27279,NL
B,86,8 wk,inc death,38,NL
B,86,8 wk,inc hosp,171,NL
B,86,8 wk,inc icu,52,NL
B,86,8 wk,inc infection,65669,NL
B,86,9 wk,inc case,34801,NL
B,86,9 wk,inc death,47,NL
B,86,9 wk,inc hosp,217,NL
B,86,9 wk,inc icu,65,NL
B,86,9 wk,inc infection,83095,NL
B,87,1 wk,inc case,9094,NL
B,87,1 wk,inc death,30,NL
B,87,1 wk,inc hosp,80,NL
B,87,1 wk,inc icu,33,NL
B,87,1 wk,inc infection,19962,NL
B,87,10 wk,inc case,9985,NL
B,87,10 wk,inc death,29,NL
B,87,10 wk,inc hosp,92,NL
B,87,10 wk,inc icu,33,NL
B,87,10 wk,inc infection,22615,NL
B,87,11 wk,inc case,10214,NL
B,87,11 wk,inc death,30,NL
B,87,11 wk,inc hosp,91,NL
B,87,11 wk,inc icu,34,NL
B,87,11 wk,inc infection,23187,NL
B,87,12 wk,inc case,10653,NL
B,87,12 wk,inc death,30,NL
B,87,12 wk,inc hosp,92,NL
B,87,12 wk,inc icu,34,NL
B,87,12 wk,inc infection,24297,NL
B,87,13 wk,inc case,11150,NL
B,87,13 wk,inc death,31,NL
B,87,13 wk,inc hosp,97,NL
B,87,13 wk,inc icu,35,NL
B,87,13 wk,inc infection,25734,NL
B,87,14 wk,inc case,12127,NL
B,87,14 wk,inc death,32,NL
B,87,14 wk,inc hosp,105,NL
B,87,14 wk,inc icu,37,NL
B,87,14 wk,inc infection,28217,NL
B,87,15 wk,inc case,13242,NL
B,87,15 wk,inc death,34,NL
B,87,15 wk,inc hosp,117,NL
B,87,15 wk,inc icu,41,NL
B,87,15 wk,inc infection,30914,NL
B,87,16 wk,inc case,14351,NL
B,87,16 wk,inc death,37,NL
B,87,16 wk,inc hosp,132,NL
B,87,16 wk,inc icu,46,NL
B,87,16 wk,inc infection,33333,NL
B,87,17 wk,inc case,15755,NL
B,87,17 wk,inc death,41,NL
B,87,17 wk,inc hosp,149,NL
B,87,17 wk,inc icu,51,NL
B,87,17 wk,inc infection,36923,NL
B,87,18 wk,inc case,17768,NL
B,87,18 wk,inc death,46,NL
B,87,18 wk,inc hosp,170,NL
B,87,18 wk,inc icu,58,NL
B,87,18 wk,inc infection,41959,NL
B,87,19 wk,inc case,20495,NL
B,87,19 wk,inc death,52,NL
B,87,19 wk,inc hosp,197,NL
B,87,19 wk,inc icu,67,NL
B,87,19 wk,inc infection,48678,NL
B,87,2 wk,inc case,8320,NL
B,87,2 wk,inc death,29,NL
B,87,2 wk,inc hosp,80,NL
B,87,2 wk,inc icu,31,NL
B,87,2 wk,inc infection,18485,NL
B,87,20 wk,inc case,23946,NL
B,87,20 wk,inc death,60,NL
B,87,20 wk,inc hosp,232,NL
B,87,20 wk,inc icu,78,NL
B,87,20 wk,inc infection,56802,NL
B,87,21 wk,inc case,26829,NL
B,87,21 wk,inc death,70,NL
B,87,21 wk,inc hosp,271,NL
B,87,21 wk,inc icu,91,NL
B,87,21 wk,inc infection,62736,NL
B,87,22 wk,inc case,29457,NL
B,87,22 wk,inc death,81,NL
B,87,22 wk,inc hosp,308,NL
B,87,22 wk,inc icu,105,NL
B,87,22 wk,inc infection,69076,NL
B,87,23 wk,inc case,32549,NL
B,87,23 wk,inc death,93,NL
B,87,23 wk,inc hosp,346,NL
B,87,23 wk,inc icu,119,NL
B,87,23 wk,inc infection,76299,NL
B,87,24 wk,inc case,35164,NL
B,87,24 wk,inc death,106,NL
B,87,24 wk,inc hosp,381,NL
B,87,24 wk,inc icu,133,NL
B,87,24 wk,inc infection,81567,NL
B,87,25 wk,inc case,36551,NL
B,87,25 wk,inc death,116,NL
B,87,25 wk,inc hosp,396,NL
B,87,25 wk,inc icu,143,NL
B,87,25 wk,inc infection,83616,NL
B,87,26 wk,inc case,34476,NL
B,87,26 wk,inc death,123,NL
B,87,26 wk,inc hosp,387,NL
B,87,26 wk,inc icu,146,NL
B,87,26 wk,inc infection,76256,NL
B,87,27 wk,inc case,30793,NL
B,87,27 wk,inc death,125,NL
B,87,27 wk,inc hosp,356,NL
B,87,27 wk,inc icu,140,NL
B,87,27 wk,inc infection,67946,NL
B,87,28 wk,inc case,27530,NL
B,87,28 wk,inc death,122,NL
B,87,28 wk,inc hosp,323,NL
B,87,28 wk,inc icu,129,NL
B,87,28 wk,inc infection,60735,NL
B,87,29 wk,inc case,24524,NL
B,87,29 wk,inc death,116,NL
B,87,29 wk,inc hosp,291,NL
B,87,29 wk,inc icu,117,NL
B,87,29 wk,inc infection,54026,NL
B,87,3 wk,inc case,7763,NL
B,87,3 wk,inc death,27,NL
B,87,3 wk,inc hosp,75,NL
B,87,3 wk,inc icu,29,NL
B,87,3 wk,inc infection,17367,NL
B,87,30 wk,inc case,21665,NL
B,87,30 wk,inc death,109,NL
B,87,30 wk,inc hosp,259,NL
B,87,30 wk,inc icu,106,NL
B,87,30 wk,inc infection,47488,NL
B,87,31 wk,inc case,18486,NL
B,87,31 wk,inc death,100,NL
B,87,31 wk,inc hosp,222,NL
B,87,31 wk,inc icu,93,NL
B,87,31 wk,inc infection,39931,NL
B,87,32 wk,inc case,15018,NL
B,87,32 wk,inc death,89,NL
B,87,32 wk,inc hosp,180,NL
B,87,32 wk,inc icu,79,NL
B,87,32 wk,inc infection,31962,NL
B,87,33 wk,inc case,11958,NL
B,87,33 wk,inc death,77,NL
B,87,33 wk,inc hosp,142,NL
B,87,33 wk,inc icu,64,NL
B,87,33 wk,inc infection,25326,NL
B,87,34 wk,inc case,9401,NL
B,87,34 wk,inc death,65,NL
B,87,34 wk,inc hosp,112,NL
B,87,34 wk,inc icu,51,NL
B,87,34 wk,inc infection,19838,NL
B,87,35 wk,inc case,7311,NL
B,87,35 wk,inc death,54,NL
B,87,35 wk,inc hosp,88,NL
B,87,35 wk,inc icu,40,NL
B,87,35 wk,inc infection,15379,NL
B,87,36 wk,inc case,5627,NL
B,87,36 wk,inc death,45,NL
B,87,36 wk,inc hosp,68,NL
B,87,36 wk,inc icu,32,NL
B,87,36 wk,inc infection,11802,NL
B,87,37 wk,inc case,4287,NL
B,87,37 wk,inc death,36,NL
B,87,37 wk,inc hosp,52,NL
B,87,37 wk,inc icu,24,NL
B,87,37 wk,inc infection,8966,NL
B,87,38 wk,inc case,3233,NL
B,87,38 wk,inc death,29,NL
B,87,38 wk,inc hosp,40,NL
B,87,38 wk,inc icu,19,NL
B,87,38 wk,inc infection,6742,NL
B,87,39 wk,inc case,2413,NL
B,87,39 wk,inc death,23,NL
B,87,39 wk,inc hosp,30,NL
B,87,39 wk,inc icu,14,NL
B,87,39 wk,inc infection,5018,NL
B,87,4 wk,inc case,7438,NL
B,87,4 wk,inc death,27,NL
B,87,4 wk,inc hosp,71,NL
B,87,4 wk,inc icu,28,NL
B,87,4 wk,inc infection,16784,NL
B,87,40 wk,inc case,1783,NL
B,87,40 wk,inc death,18,NL
B,87,40 wk,inc hosp,23,NL
B,87,40 wk,inc icu,11,NL
B,87,40 wk,inc infection,3698,NL
B,87,41 wk,inc case,1305,NL
B,87,41 wk,inc death,14,NL
B,87,41 wk,inc hosp,17,NL
B,87,41 wk,inc icu,8,NL
B,87,41 wk,inc infection,2699,NL
B,87,42 wk,inc case,947,NL
B,87,42 wk,inc death,11,NL
B,87,42 wk,inc hosp,12,NL
B,87,42 wk,inc icu,6,NL
B,87,42 wk,inc infection,1954,NL
B,87,43 wk,inc case,681,NL
B,87,43 wk,inc death,9,NL
B,87,43 wk,inc hosp,9,NL
B,87,43 wk,inc icu,4,NL
B,87,43 wk,inc infection,1404,NL
B,87,44 wk,inc case,487,NL
B,87,44 wk,inc death,7,NL
B,87,44 wk,inc hosp,6,NL
B,87,44 wk,inc icu,3,NL
B,87,44 wk,inc infection,1003,NL
B,87,45 wk,inc case,347,NL
B,87,45 wk,inc death,5,NL
B,87,45 wk,inc hosp,5,NL
B,87,45 wk,inc icu,2,NL
B,87,45 wk,inc infection,714,NL
B,87,46 wk,inc case,247,NL
B,87,46 wk,inc death,4,NL
B,87,46 wk,inc hosp,3,NL
B,87,46 wk,inc icu,2,NL
B,87,46 wk,inc infection,507,NL
B,87,47 wk,inc case,175,NL
B,87,47 wk,inc death,3,NL
B,87,47 wk,inc hosp,2,NL
B,87,47 wk,inc icu,1,NL
B,87,47 wk,inc infection,361,NL
B,87,48 wk,inc case,125,NL
B,87,48 wk,inc death,2,NL
B,87,48 wk,inc hosp,2,NL
B,87,48 wk,inc icu,1,NL
B,87,48 wk,inc infection,258,NL
B,87,49 wk,inc case,90,NL
B,87,49 wk,inc death,2,NL
B,87,49 wk,inc hosp,1,NL
B,87,49 wk,inc icu,1,NL
B,87,49 wk,inc infection,185,NL
B,87,5 wk,inc case,7353,NL
B,87,5 wk,inc death,26,NL
B,87,5 wk,inc hosp,70,NL
B,87,5 wk,inc icu,27,NL
B,87,5 wk,inc infection,16745,NL
B,87,50 wk,inc case,64,NL
B,87,50 wk,inc death,1,NL
B,87,50 wk,inc hosp,1,NL
B,87,50 wk,inc icu,0,NL
B,87,50 wk,inc infection,132,NL
B,87,51 wk,inc case,46,NL
B,87,51 wk,inc death,1,NL
B,87,51 wk,inc hosp,1,NL
B,87,51 wk,inc icu,0,NL
B,87,51 wk,inc infection,96,NL
B,87,52 wk,inc case,33,NL
B,87,52 wk,inc death,1,NL
B,87,52 wk,inc hosp,0,NL
B,87,52 wk,inc icu,0,NL
B,87,52 wk,inc infection,68,NL
B,87,53 wk,inc case,8,NL
B,87,53 wk,inc death,0,NL
B,87,53 wk,inc hosp,0,NL
B,87,53 wk,inc icu,0,NL
B,87,53 wk,inc infection,16,NL
B,87,6 wk,inc case,7514,NL
B,87,6 wk,inc death,25,NL
B,87,6 wk,inc hosp,72,NL
B,87,6 wk,inc icu,27,NL
B,87,6 wk,inc infection,17276,NL
B,87,7 wk,inc case,7950,NL
B,87,7 wk,inc death,26,NL
B,87,7 wk,inc hosp,75,NL
B,87,7 wk,inc icu,27,NL
B,87,7 wk,inc infection,18459,NL
B,87,8 wk,inc case,8717,NL
B,87,8 wk,inc death,26,NL
B,87,8 wk,inc hosp,82,NL
B,87,8 wk,inc icu,29,NL
B,87,8 wk,inc infection,20444,NL
B,87,9 wk,inc case,9534,NL
B,87,9 wk,inc death,28,NL
B,87,9 wk,inc hosp,90,NL
B,87,9 wk,inc icu,31,NL
B,87,9 wk,inc infection,21935,NL
B,88,1 wk,inc case,9282,NL
B,88,1 wk,inc death,30,NL
B,88,1 wk,inc hosp,79,NL
B,88,1 wk,inc icu,32,NL
B,88,1 wk,inc infection,20542,NL
B,88,10 wk,inc case,18981,NL
B,88,10 wk,inc death,40,NL
B,88,10 wk,inc hosp,148,NL
B,88,10 wk,inc icu,47,NL
B,88,10 wk,inc infection,43716,NL
B,88,11 wk,inc case,21401,NL
B,88,11 wk,inc death,43,NL
B,88,11 wk,inc hosp,158,NL
B,88,11 wk,inc icu,52,NL
B,88,11 wk,inc infection,49442,NL
B,88,12 wk,inc case,24541,NL
B,88,12 wk,inc death,46,NL
B,88,12 wk,inc hosp,173,NL
B,88,12 wk,inc icu,57,NL
B,88,12 wk,inc infection,56904,NL
B,88,13 wk,inc case,27979,NL
B,88,13 wk,inc death,51,NL
B,88,13 wk,inc hosp,197,NL
B,88,13 wk,inc icu,64,NL
B,88,13 wk,inc infection,65629,NL
B,88,14 wk,inc case,32996,NL
B,88,14 wk,inc death,57,NL
B,88,14 wk,inc hosp,231,NL
B,88,14 wk,inc icu,73,NL
B,88,14 wk,inc infection,77906,NL
B,88,15 wk,inc case,38709,NL
B,88,15 wk,inc death,66,NL
B,88,15 wk,inc hosp,278,NL
B,88,15 wk,inc icu,87,NL
B,88,15 wk,inc infection,91387,NL
B,88,16 wk,inc case,44005,NL
B,88,16 wk,inc death,78,NL
B,88,16 wk,inc hosp,333,NL
B,88,16 wk,inc icu,104,NL
B,88,16 wk,inc infection,102269,NL
B,88,17 wk,inc case,49472,NL
B,88,17 wk,inc death,93,NL
B,88,17 wk,inc hosp,391,NL
B,88,17 wk,inc icu,123,NL
B,88,17 wk,inc infection,115222,NL
B,88,18 wk,inc case,56138,NL
B,88,18 wk,inc death,110,NL
B,88,18 wk,inc hosp,456,NL
B,88,18 wk,inc icu,144,NL
B,88,18 wk,inc infection,131110,NL
B,88,19 wk,inc case,64137,NL
B,88,19 wk,inc death,129,NL
B,88,19 wk,inc hosp,530,NL
B,88,19 wk,inc icu,168,NL
B,88,19 wk,inc infection,149979,NL
B,88,2 wk,inc case,9079,NL
B,88,2 wk,inc death,29,NL
B,88,2 wk,inc hosp,79,NL
B,88,2 wk,inc icu,29,NL
B,88,2 wk,inc infection,20402,NL
B,88,20 wk,inc case,72951,NL
B,88,20 wk,inc death,151,NL
B,88,20 wk,inc hosp,614,NL
B,88,20 wk,inc icu,195,NL
B,88,20 wk,inc infection,169374,NL
B,88,21 wk,inc case,77534,NL
B,88,21 wk,inc death,175,NL
B,88,21 wk,inc hosp,692,NL
B,88,21 wk,inc icu,224,NL
B,88,21 wk,inc infection,175845,NL
B,88,22 wk,inc case,79277,NL
B,88,22 wk,inc death,198,NL
B,88,22 wk,inc hosp,741,NL
B,88,22 wk,inc icu,247,NL
B,88,22 wk,inc infection,179519,NL
B,88,23 wk,inc case,80123,NL
B,88,23 wk,inc death,218,NL
B,88,23 wk,inc hosp,772,NL
B,88,23 wk,inc icu,262,NL
B,88,23 wk,inc infection,180536,NL
B,88,24 wk,inc case,78540,NL
B,88,24 wk,inc death,233,NL
B,88,24 wk,inc hosp,774,NL
B,88,24 wk,inc icu,270,NL
B,88,24 wk,inc infection,175369,NL
B,88,25 wk,inc case,74200,NL
B,88,25 wk,inc death,239,NL
B,88,25 wk,inc hosp,734,NL
B,88,25 wk,inc icu,266,NL
B,88,25 wk,inc infection,163120,NL
B,88,26 wk,inc case,62541,NL
B,88,26 wk,inc death,234,NL
B,88,26 wk,inc hosp,643,NL
B,88,26 wk,inc icu,248,NL
B,88,26 wk,inc infection,131812,NL
B,88,27 wk,inc case,49792,NL
B,88,27 wk,inc death,218,NL
B,88,27 wk,inc hosp,531,NL
B,88,27 wk,inc icu,215,NL
B,88,27 wk,inc infection,104711,NL
B,88,28 wk,inc case,39810,NL
B,88,28 wk,inc death,196,NL
B,88,28 wk,inc hosp,433,NL
B,88,28 wk,inc icu,179,NL
B,88,28 wk,inc infection,83896,NL
B,88,29 wk,inc case,32008,NL
B,88,29 wk,inc death,172,NL
B,88,29 wk,inc hosp,352,NL
B,88,29 wk,inc icu,146,NL
B,88,29 wk,inc infection,67603,NL
B,88,3 wk,inc case,9100,NL
B,88,3 wk,inc death,27,NL
B,88,3 wk,inc hosp,77,NL
B,88,3 wk,inc icu,27,NL
B,88,3 wk,inc infection,20553,NL
B,88,30 wk,inc case,25852,NL
B,88,30 wk,inc death,148,NL
B,88,30 wk,inc hosp,286,NL
B,88,30 wk,inc icu,119,NL
B,88,30 wk,inc infection,54600,NL
B,88,31 wk,inc case,20595,NL
B,88,31 wk,inc death,125,NL
B,88,31 wk,inc hosp,228,NL
B,88,31 wk,inc icu,97,NL
B,88,31 wk,inc infection,43133,NL
B,88,32 wk,inc case,15826,NL
B,88,32 wk,inc death,104,NL
B,88,32 wk,inc hosp,173,NL
B,88,32 wk,inc icu,76,NL
B,88,32 wk,inc infection,32761,NL
B,88,33 wk,inc case,12077,NL
B,88,33 wk,inc death,84,NL
B,88,33 wk,inc hosp,129,NL
B,88,33 wk,inc icu,58,NL
B,88,33 wk,inc infection,24987,NL
B,88,34 wk,inc case,9223,NL
B,88,34 wk,inc death,67,NL
B,88,34 wk,inc hosp,97,NL
B,88,34 wk,inc icu,44,NL
B,88,34 wk,inc infection,19090,NL
B,88,35 wk,inc case,7054,NL
B,88,35 wk,inc death,53,NL
B,88,35 wk,inc hosp,74,NL
B,88,35 wk,inc icu,33,NL
B,88,35 wk,inc infection,14608,NL
B,88,36 wk,inc case,5399,NL
B,88,36 wk,inc death,42,NL
B,88,36 wk,inc hosp,57,NL
B,88,36 wk,inc icu,25,NL
B,88,36 wk,inc infection,11187,NL
B,88,37 wk,inc case,4132,NL
B,88,37 wk,inc death,33,NL
B,88,37 wk,inc hosp,44,NL
B,88,37 wk,inc icu,19,NL
B,88,37 wk,inc infection,8562,NL
B,88,38 wk,inc case,3156,NL
B,88,38 wk,inc death,26,NL
B,88,38 wk,inc hosp,34,NL
B,88,38 wk,inc icu,15,NL
B,88,38 wk,inc infection,6539,NL
B,88,39 wk,inc case,2404,NL
B,88,39 wk,inc death,20,NL
B,88,39 wk,inc hosp,26,NL
B,88,39 wk,inc icu,11,NL
B,88,39 wk,inc infection,4978,NL
B,88,4 wk,inc case,9339,NL
B,88,4 wk,inc death,27,NL
B,88,4 wk,inc hosp,78,NL
B,88,4 wk,inc icu,27,NL
B,88,4 wk,inc infection,21240,NL
B,88,40 wk,inc case,1824,NL
B,88,40 wk,inc death,16,NL
B,88,40 wk,inc hosp,20,NL
B,88,40 wk,inc icu,9,NL
B,88,40 wk,inc infection,3773,NL
B,88,41 wk,inc case,1378,NL
B,88,41 wk,inc death,12,NL
B,88,41 wk,inc hosp,15,NL
B,88,41 wk,inc icu,7,NL
B,88,41 wk,inc infection,2847,NL
B,88,42 wk,inc case,1035,NL
B,88,42 wk,inc death,10,NL
B,88,42 wk,inc hosp,11,NL
B,88,42 wk,inc icu,5,NL
B,88,42 wk,inc infection,2137,NL
B,88,43 wk,inc case,775,NL
B,88,43 wk,inc death,7,NL
B,88,43 wk,inc hosp,9,NL
B,88,43 wk,inc icu,4,NL
B,88,43 wk,inc infection,1598,NL
B,88,44 wk,inc case,577,NL
B,88,44 wk,inc death,6,NL
B,88,44 wk,inc hosp,7,NL
B,88,44 wk,inc icu,3,NL
B,88,44 wk,inc infection,1190,NL
B,88,45 wk,inc case,429,NL
B,88,45 wk,inc death,4,NL
B,88,45 wk,inc hosp,5,NL
B,88,45 wk,inc icu,2,NL
B,88,45 wk,inc infection,885,NL
B,88,46 wk,inc case,319,NL
B,88,46 wk,inc death,3,NL
B,88,46 wk,inc hosp,4,NL
B,88,46 wk,inc icu,2,NL
B,88,46 wk,inc infection,658,NL
B,88,47 wk,inc case,237,NL
B,88,47 wk,inc death,3,NL
B,88,47 wk,inc hosp,3,NL
B,88,47 wk,inc icu,1,NL
B,88,47 wk,inc infection,490,NL
B,88,48 wk,inc case,177,NL
B,88,48 wk,inc death,2,NL
B,88,48 wk,inc hosp,2,NL
B,88,48 wk,inc icu,1,NL
B,88,48 wk,inc infection,367,NL
B,88,49 wk,inc case,133,NL
B,88,49 wk,inc death,1,NL
B,88,49 wk,inc hosp,2,NL
B,88,49 wk,inc icu,1,NL
B,88,49 wk,inc infection,276,NL
B,88,5 wk,inc case,9862,NL
B,88,5 wk,inc death,27,NL
B,88,5 wk,inc hosp,81,NL
B,88,5 wk,inc icu,28,NL
B,88,5 wk,inc infection,22611,NL
B,88,50 wk,inc case,100,NL
B,88,50 wk,inc death,1,NL
B,88,50 wk,inc hosp,1,NL
B,88,50 wk,inc icu,1,NL
B,88,50 wk,inc infection,206,NL
B,88,51 wk,inc case,75,NL
B,88,51 wk,inc death,1,NL
B,88,51 wk,inc hosp,1,NL
B,88,51 wk,inc icu,0,NL
B,88,51 wk,inc infection,157,NL
B,88,52 wk,inc case,57,NL
B,88,52 wk,inc death,1,NL
B,88,52 wk,inc hosp,1,NL
B,88,52 wk,inc icu,0,NL
B,88,52 wk,inc infection,118,NL
B,88,53 wk,inc case,14,NL
B,88,53 wk,inc death,0,NL
B,88,53 wk,inc hosp,0,NL
B,88,53 wk,inc icu,0,NL
B,88,53 wk,inc infection,28,NL
B,88,6 wk,inc case,10742,NL
B,88,6 wk,inc death,27,NL
B,88,6 wk,inc hosp,88,NL
B,88,6 wk,inc icu,29,NL
B,88,6 wk,inc infection,24844,NL
B,88,7 wk,inc case,12094,NL
B,88,7 wk,inc death,29,NL
B,88,7 wk,inc hosp,98,NL
B,88,7 wk,inc icu,32,NL
B,88,7 wk,inc infection,28226,NL
B,88,8 wk,inc case,14088,NL
B,88,8 wk,inc death,31,NL
B,88,8 wk,inc hosp,114,NL
B,88,8 wk,inc icu,36,NL
B,88,8 wk,inc infection,33184,NL
B,88,9 wk,inc case,16551,NL
B,88,9 wk,inc death,35,NL
B,88,9 wk,inc hosp,133,NL
B,88,9 wk,inc icu,41,NL
B,88,9 wk,inc infection,38578,NL
B,89,1 wk,inc case,9529,NL
B,89,1 wk,inc death,31,NL
B,89,1 wk,inc hosp,84,NL
B,89,1 wk,inc icu,33,NL
B,89,1 wk,inc infection,21837,NL
B,89,10 wk,inc case,46206,NL
B,89,10 wk,inc death,108,NL
B,89,10 wk,inc hosp,440,NL
B,89,10 wk,inc icu,130,NL
B,89,10 wk,inc infection,109980,NL
B,89,11 wk,inc case,53643,NL
B,89,11 wk,inc death,126,NL
B,89,11 wk,inc hosp,481,NL
B,89,11 wk,inc icu,151,NL
B,89,11 wk,inc infection,126939,NL
B,89,12 wk,inc case,62008,NL
B,89,12 wk,inc death,142,NL
B,89,12 wk,inc hosp,529,NL
B,89,12 wk,inc icu,169,NL
B,89,12 wk,inc infection,146351,NL
B,89,13 wk,inc case,70254,NL
B,89,13 wk,inc death,158,NL
B,89,13 wk,inc hosp,593,NL
B,89,13 wk,inc icu,189,NL
B,89,13 wk,inc infection,166677,NL
B,89,14 wk,inc case,80738,NL
B,89,14 wk,inc death,177,NL
B,89,14 wk,inc hosp,675,NL
B,89,14 wk,inc icu,214,NL
B,89,14 wk,inc infection,191617,NL
B,89,15 wk,inc case,90709,NL
B,89,15 wk,inc death,201,NL
B,89,15 wk,inc hosp,773,NL
B,89,15 wk,inc icu,244,NL
B,89,15 wk,inc infection,214265,NL
B,89,16 wk,inc case,97938,NL
B,89,16 wk,inc death,229,NL
B,89,16 wk,inc hosp,874,NL
B,89,16 wk,inc icu,279,NL
B,89,16 wk,inc infection,227704,NL
B,89,17 wk,inc case,103644,NL
B,89,17 wk,inc death,259,NL
B,89,17 wk,inc hosp,962,NL
B,89,17 wk,inc icu,312,NL
B,89,17 wk,inc infection,240745,NL
B,89,18 wk,inc case,109275,NL
B,89,18 wk,inc death,288,NL
B,89,18 wk,inc hosp,1038,NL
B,89,18 wk,inc icu,342,NL
B,89,18 wk,inc infection,253429,NL
B,89,19 wk,inc case,114378,NL
B,89,19 wk,inc death,315,NL
B,89,19 wk,inc hosp,1102,NL
B,89,19 wk,inc icu,368,NL
B,89,19 wk,inc infection,264482,NL
B,89,2 wk,inc case,10066,NL
B,89,2 wk,inc death,31,NL
B,89,2 wk,inc hosp,96,NL
B,89,2 wk,inc icu,32,NL
B,89,2 wk,inc infection,23666,NL
B,89,20 wk,inc case,117754,NL
B,89,20 wk,inc death,339,NL
B,89,20 wk,inc hosp,1149,NL
B,89,20 wk,inc icu,389,NL
B,89,20 wk,inc infection,269381,NL
B,89,21 wk,inc case,112671,NL
B,89,21 wk,inc death,357,NL
B,89,21 wk,inc hosp,1159,NL
B,89,21 wk,inc icu,403,NL
B,89,21 wk,inc infection,251420,NL
B,89,22 wk,inc case,103688,NL
B,89,22 wk,inc death,367,NL
B,89,22 wk,inc hosp,1113,NL
B,89,22 wk,inc icu,399,NL
B,89,22 wk,inc infection,231144,NL
B,89,23 wk,inc case,94998,NL
B,89,23 wk,inc death,366,NL
B,89,23 wk,inc hosp,1043,NL
B,89,23 wk,inc icu,382,NL
B,89,23 wk,inc infection,211244,NL
B,89,24 wk,inc case,85210,NL
B,89,24 wk,inc death,356,NL
B,89,24 wk,inc hosp,952,NL
B,89,24 wk,inc icu,357,NL
B,89,24 wk,inc infection,188119,NL
B,89,25 wk,inc case,74152,NL
B,89,25 wk,inc death,336,NL
B,89,25 wk,inc hosp,828,NL
B,89,25 wk,inc icu,322,NL
B,89,25 wk,inc infection,161522,NL
B,89,26 wk,inc case,58765,NL
B,89,26 wk,inc death,305,NL
B,89,26 wk,inc hosp,674,NL
B,89,26 wk,inc icu,276,NL
B,89,26 wk,inc infection,123833,NL
B,89,27 wk,inc case,44908,NL
B,89,27 wk,inc death,267,NL
B,89,27 wk,inc hosp,532,NL
B,89,27 wk,inc icu,224,NL
B,89,27 wk,inc infection,95029,NL
B,89,28 wk,inc case,35223,NL
B,89,28 wk,inc death,228,NL
B,89,28 wk,inc hosp,425,NL
B,89,28 wk,inc icu,179,NL
B,89,28 wk,inc infection,75252,NL
B,89,29 wk,inc case,28382,NL
B,89,29 wk,inc death,193,NL
B,89,29 wk,inc hosp,347,NL
B,89,29 wk,inc icu,144,NL
B,89,29 wk,inc infection,61200,NL
B,89,3 wk,inc case,11110,NL
B,89,3 wk,inc death,33,NL
B,89,3 wk,inc hosp,109,NL
B,89,3 wk,inc icu,34,NL
B,89,3 wk,inc infection,26408,NL
B,89,30 wk,inc case,23423,NL
B,89,30 wk,inc death,163,NL
B,89,30 wk,inc hosp,290,NL
B,89,30 wk,inc icu,118,NL
B,89,30 wk,inc infection,50814,NL
B,89,31 wk,inc case,19302,NL
B,89,31 wk,inc death,138,NL
B,89,31 wk,inc hosp,241,NL
B,89,31 wk,inc icu,98,NL
B,89,31 wk,inc infection,41654,NL
B,89,32 wk,inc case,15392,NL
B,89,32 wk,inc death,115,NL
B,89,32 wk,inc hosp,190,NL
B,89,32 wk,inc icu,80,NL
B,89,32 wk,inc infection,32850,NL
B,89,33 wk,inc case,12283,NL
B,89,33 wk,inc death,94,NL
B,89,33 wk,inc hosp,149,NL
B,89,33 wk,inc icu,63,NL
B,89,33 wk,inc infection,26277,NL
B,89,34 wk,inc case,9892,NL
B,89,34 wk,inc death,77,NL
B,89,34 wk,inc hosp,119,NL
B,89,34 wk,inc icu,50,NL
B,89,34 wk,inc infection,21231,NL
B,89,35 wk,inc case,8040,NL
B,89,35 wk,inc death,63,NL
B,89,35 wk,inc hosp,97,NL
B,89,35 wk,inc icu,40,NL
B,89,35 wk,inc infection,17313,NL
B,89,36 wk,inc case,6587,NL
B,89,36 wk,inc death,51,NL
B,89,36 wk,inc hosp,80,NL
B,89,36 wk,inc icu,33,NL
B,89,36 wk,inc infection,14225,NL
B,89,37 wk,inc case,5428,NL
B,89,37 wk,inc death,42,NL
B,89,37 wk,inc hosp,67,NL
B,89,37 wk,inc icu,27,NL
B,89,37 wk,inc infection,11750,NL
B,89,38 wk,inc case,4490,NL
B,89,38 wk,inc death,35,NL
B,89,38 wk,inc hosp,56,NL
B,89,38 wk,inc icu,22,NL
B,89,38 wk,inc infection,9737,NL
B,89,39 wk,inc case,3721,NL
B,89,39 wk,inc death,29,NL
B,89,39 wk,inc hosp,47,NL
B,89,39 wk,inc icu,19,NL
B,89,39 wk,inc infection,8079,NL
B,89,4 wk,inc case,12690,NL
B,89,4 wk,inc death,36,NL
B,89,4 wk,inc hosp,125,NL
B,89,4 wk,inc icu,38,NL
B,89,4 wk,inc infection,30449,NL
B,89,40 wk,inc case,3085,NL
B,89,40 wk,inc death,24,NL
