location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,sample
NO,2022-06-11,inc death,274,A-2022-02-25,2022-05-28,2 wk,sample,42
NO,2022-06-11,inc death,204,B-2022-02-25,2022-05-28,2 wk,sample,42
PL,2022-06-11,inc death,220,A-2022-02-25,2022-05-28,2 wk,sample,42
PL,2022-06-11,inc death,215,B-2022-02-25,2022-05-28,2 wk,sample,42
PT,2022-06-11,inc death,1384,A-2022-02-25,2022-05-28,2 wk,sample,42
PT,2022-06-11,inc death,1112,B-2022-02-25,2022-05-28,2 wk,sample,42
RO,2022-06-11,inc death,136,A-2022-02-25,2022-05-28,2 wk,sample,42
RO,2022-06-11,inc death,133,B-2022-02-25,2022-05-28,2 wk,sample,42
SE,2022-06-11,inc death,200,A-2022-02-25,2022-05-28,2 wk,sample,42
SE,2022-06-11,inc death,155,B-2022-02-25,2022-05-28,2 wk,sample,42
SI,2022-06-11,inc death,29,A-2022-02-25,2022-05-28,2 wk,sample,42
SI,2022-06-11,inc death,38,B-2022-02-25,2022-05-28,2 wk,sample,42
SK,2022-06-11,inc death,98,A-2022-02-25,2022-05-28,2 wk,sample,42
SK,2022-06-11,inc death,116,B-2022-02-25,2022-05-28,2 wk,sample,42
AT,2022-06-04,inc case,50487,A-2022-02-25,2022-05-28,1 wk,sample,43
AT,2022-06-04,inc case,85104,B-2022-02-25,2022-05-28,1 wk,sample,43
BE,2022-06-04,inc case,49350,A-2022-02-25,2022-05-28,1 wk,sample,43
BE,2022-06-04,inc case,65392,B-2022-02-25,2022-05-28,1 wk,sample,43
BG,2022-06-04,inc case,4585,A-2022-02-25,2022-05-28,1 wk,sample,43
BG,2022-06-04,inc case,7016,B-2022-02-25,2022-05-28,1 wk,sample,43
CH,2022-06-04,inc case,26134,A-2022-02-25,2022-05-28,1 wk,sample,43
CH,2022-06-04,inc case,36022,B-2022-02-25,2022-05-28,1 wk,sample,43
CY,2022-06-04,inc case,6209,A-2022-02-25,2022-05-28,1 wk,sample,43
CY,2022-06-04,inc case,10424,B-2022-02-25,2022-05-28,1 wk,sample,43
CZ,2022-06-04,inc case,8733,A-2022-02-25,2022-05-28,1 wk,sample,43
CZ,2022-06-04,inc case,6740,B-2022-02-25,2022-05-28,1 wk,sample,43
DE,2022-06-04,inc case,568998,A-2022-02-25,2022-05-28,1 wk,sample,43
DE,2022-06-04,inc case,1121939,B-2022-02-25,2022-05-28,1 wk,sample,43
DK,2022-06-04,inc case,16125,A-2022-02-25,2022-05-28,1 wk,sample,43
DK,2022-06-04,inc case,22921,B-2022-02-25,2022-05-28,1 wk,sample,43
EE,2022-06-04,inc case,4037,A-2022-02-25,2022-05-28,1 wk,sample,43
EE,2022-06-04,inc case,5403,B-2022-02-25,2022-05-28,1 wk,sample,43
ES,2022-06-04,inc case,323795,A-2022-02-25,2022-05-28,1 wk,sample,43
ES,2022-06-04,inc case,420247,B-2022-02-25,2022-05-28,1 wk,sample,43
FI,2022-06-04,inc case,50435,A-2022-02-25,2022-05-28,1 wk,sample,43
FI,2022-06-04,inc case,38236,B-2022-02-25,2022-05-28,1 wk,sample,43
FR,2022-06-04,inc case,187790,A-2022-02-25,2022-05-28,1 wk,sample,43
FR,2022-06-04,inc case,438275,B-2022-02-25,2022-05-28,1 wk,sample,43
GB,2022-06-04,inc case,118651,A-2022-02-25,2022-05-28,1 wk,sample,43
GB,2022-06-04,inc case,275601,B-2022-02-25,2022-05-28,1 wk,sample,43
GR,2022-06-04,inc case,77545,A-2022-02-25,2022-05-28,1 wk,sample,43
GR,2022-06-04,inc case,123918,B-2022-02-25,2022-05-28,1 wk,sample,43
HR,2022-06-04,inc case,6767,A-2022-02-25,2022-05-28,1 wk,sample,43
HR,2022-06-04,inc case,10995,B-2022-02-25,2022-05-28,1 wk,sample,43
HU,2022-06-04,inc case,14806,A-2022-02-25,2022-05-28,1 wk,sample,43
HU,2022-06-04,inc case,17735,B-2022-02-25,2022-05-28,1 wk,sample,43
IE,2022-06-04,inc case,40935,A-2022-02-25,2022-05-28,1 wk,sample,43
IE,2022-06-04,inc case,59612,B-2022-02-25,2022-05-28,1 wk,sample,43
IS,2022-06-04,inc case,2838,A-2022-02-25,2022-05-28,1 wk,sample,43
IS,2022-06-04,inc case,3487,B-2022-02-25,2022-05-28,1 wk,sample,43
IT,2022-06-04,inc case,622812,A-2022-02-25,2022-05-28,1 wk,sample,43
IT,2022-06-04,inc case,764053,B-2022-02-25,2022-05-28,1 wk,sample,43
LI,2022-06-04,inc case,178,A-2022-02-25,2022-05-28,1 wk,sample,43
LI,2022-06-04,inc case,201,B-2022-02-25,2022-05-28,1 wk,sample,43
LT,2022-06-04,inc case,3873,A-2022-02-25,2022-05-28,1 wk,sample,43
LT,2022-06-04,inc case,6382,B-2022-02-25,2022-05-28,1 wk,sample,43
LU,2022-06-04,inc case,0,A-2022-02-25,2022-05-28,1 wk,sample,43
LU,2022-06-04,inc case,0,B-2022-02-25,2022-05-28,1 wk,sample,43
LV,2022-06-04,inc case,4378,A-2022-02-25,2022-05-28,1 wk,sample,43
LV,2022-06-04,inc case,7017,B-2022-02-25,2022-05-28,1 wk,sample,43
MT,2022-06-04,inc case,2236,A-2022-02-25,2022-05-28,1 wk,sample,43
MT,2022-06-04,inc case,2866,B-2022-02-25,2022-05-28,1 wk,sample,43
NL,2022-06-04,inc case,33568,A-2022-02-25,2022-05-28,1 wk,sample,43
NL,2022-06-04,inc case,28249,B-2022-02-25,2022-05-28,1 wk,sample,43
NO,2022-06-04,inc case,6834,A-2022-02-25,2022-05-28,1 wk,sample,43
NO,2022-06-04,inc case,9721,B-2022-02-25,2022-05-28,1 wk,sample,43
PL,2022-06-04,inc case,7399,A-2022-02-25,2022-05-28,1 wk,sample,43
PL,2022-06-04,inc case,7985,B-2022-02-25,2022-05-28,1 wk,sample,43
PT,2022-06-04,inc case,767894,A-2022-02-25,2022-05-28,1 wk,sample,43
PT,2022-06-04,inc case,873123,B-2022-02-25,2022-05-28,1 wk,sample,43
RO,2022-06-04,inc case,11331,A-2022-02-25,2022-05-28,1 wk,sample,43
RO,2022-06-04,inc case,13807,B-2022-02-25,2022-05-28,1 wk,sample,43
SE,2022-06-04,inc case,4210,A-2022-02-25,2022-05-28,1 wk,sample,43
SE,2022-06-04,inc case,7359,B-2022-02-25,2022-05-28,1 wk,sample,43
SI,2022-06-04,inc case,10686,A-2022-02-25,2022-05-28,1 wk,sample,43
SI,2022-06-04,inc case,13262,B-2022-02-25,2022-05-28,1 wk,sample,43
SK,2022-06-04,inc case,7405,A-2022-02-25,2022-05-28,1 wk,sample,43
SK,2022-06-04,inc case,8627,B-2022-02-25,2022-05-28,1 wk,sample,43
AT,2022-06-04,inc death,235,A-2022-02-25,2022-05-28,1 wk,sample,43
AT,2022-06-04,inc death,196,B-2022-02-25,2022-05-28,1 wk,sample,43
BE,2022-06-04,inc death,202,A-2022-02-25,2022-05-28,1 wk,sample,43
BE,2022-06-04,inc death,257,B-2022-02-25,2022-05-28,1 wk,sample,43
BG,2022-06-04,inc death,189,A-2022-02-25,2022-05-28,1 wk,sample,43
BG,2022-06-04,inc death,288,B-2022-02-25,2022-05-28,1 wk,sample,43
CH,2022-06-04,inc death,12,A-2022-02-25,2022-05-28,1 wk,sample,43
CH,2022-06-04,inc death,15,B-2022-02-25,2022-05-28,1 wk,sample,43
CY,2022-06-04,inc death,12,A-2022-02-25,2022-05-28,1 wk,sample,43
CY,2022-06-04,inc death,11,B-2022-02-25,2022-05-28,1 wk,sample,43
CZ,2022-06-04,inc death,80,A-2022-02-25,2022-05-28,1 wk,sample,43
CZ,2022-06-04,inc death,89,B-2022-02-25,2022-05-28,1 wk,sample,43
DE,2022-06-04,inc death,2898,A-2022-02-25,2022-05-28,1 wk,sample,43
DE,2022-06-04,inc death,3071,B-2022-02-25,2022-05-28,1 wk,sample,43
DK,2022-06-04,inc death,199,A-2022-02-25,2022-05-28,1 wk,sample,43
DK,2022-06-04,inc death,302,B-2022-02-25,2022-05-28,1 wk,sample,43
EE,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,43
EE,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,43
ES,2022-06-04,inc death,1662,A-2022-02-25,2022-05-28,1 wk,sample,43
ES,2022-06-04,inc death,2208,B-2022-02-25,2022-05-28,1 wk,sample,43
FI,2022-06-04,inc death,578,A-2022-02-25,2022-05-28,1 wk,sample,43
FI,2022-06-04,inc death,496,B-2022-02-25,2022-05-28,1 wk,sample,43
FR,2022-06-04,inc death,945,A-2022-02-25,2022-05-28,1 wk,sample,43
FR,2022-06-04,inc death,2043,B-2022-02-25,2022-05-28,1 wk,sample,43
GB,2022-06-04,inc death,2203,A-2022-02-25,2022-05-28,1 wk,sample,43
GB,2022-06-04,inc death,2435,B-2022-02-25,2022-05-28,1 wk,sample,43
GR,2022-06-04,inc death,512,A-2022-02-25,2022-05-28,1 wk,sample,43
GR,2022-06-04,inc death,628,B-2022-02-25,2022-05-28,1 wk,sample,43
HR,2022-06-04,inc death,77,A-2022-02-25,2022-05-28,1 wk,sample,43
HR,2022-06-04,inc death,96,B-2022-02-25,2022-05-28,1 wk,sample,43
HU,2022-06-04,inc death,282,A-2022-02-25,2022-05-28,1 wk,sample,43
HU,2022-06-04,inc death,360,B-2022-02-25,2022-05-28,1 wk,sample,43
IE,2022-06-04,inc death,321,A-2022-02-25,2022-05-28,1 wk,sample,43
IE,2022-06-04,inc death,309,B-2022-02-25,2022-05-28,1 wk,sample,43
IS,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,43
IS,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,43
IT,2022-06-04,inc death,2482,A-2022-02-25,2022-05-28,1 wk,sample,43
IT,2022-06-04,inc death,4062,B-2022-02-25,2022-05-28,1 wk,sample,43
LI,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,43
LI,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,43
LT,2022-06-04,inc death,26,A-2022-02-25,2022-05-28,1 wk,sample,43
LT,2022-06-04,inc death,29,B-2022-02-25,2022-05-28,1 wk,sample,43
LU,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,43
LU,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,43
LV,2022-06-04,inc death,33,A-2022-02-25,2022-05-28,1 wk,sample,43
LV,2022-06-04,inc death,57,B-2022-02-25,2022-05-28,1 wk,sample,43
MT,2022-06-04,inc death,10,A-2022-02-25,2022-05-28,1 wk,sample,43
MT,2022-06-04,inc death,7,B-2022-02-25,2022-05-28,1 wk,sample,43
NL,2022-06-04,inc death,45,A-2022-02-25,2022-05-28,1 wk,sample,43
NL,2022-06-04,inc death,48,B-2022-02-25,2022-05-28,1 wk,sample,43
NO,2022-06-04,inc death,213,A-2022-02-25,2022-05-28,1 wk,sample,43
NO,2022-06-04,inc death,215,B-2022-02-25,2022-05-28,1 wk,sample,43
PL,2022-06-04,inc death,235,A-2022-02-25,2022-05-28,1 wk,sample,43
PL,2022-06-04,inc death,265,B-2022-02-25,2022-05-28,1 wk,sample,43
PT,2022-06-04,inc death,779,A-2022-02-25,2022-05-28,1 wk,sample,43
PT,2022-06-04,inc death,893,B-2022-02-25,2022-05-28,1 wk,sample,43
RO,2022-06-04,inc death,69,A-2022-02-25,2022-05-28,1 wk,sample,43
RO,2022-06-04,inc death,125,B-2022-02-25,2022-05-28,1 wk,sample,43
SE,2022-06-04,inc death,180,A-2022-02-25,2022-05-28,1 wk,sample,43
SE,2022-06-04,inc death,158,B-2022-02-25,2022-05-28,1 wk,sample,43
SI,2022-06-04,inc death,41,A-2022-02-25,2022-05-28,1 wk,sample,43
SI,2022-06-04,inc death,42,B-2022-02-25,2022-05-28,1 wk,sample,43
SK,2022-06-04,inc death,114,A-2022-02-25,2022-05-28,1 wk,sample,43
SK,2022-06-04,inc death,148,B-2022-02-25,2022-05-28,1 wk,sample,43
AT,2022-06-11,inc case,95757,A-2022-02-25,2022-05-28,2 wk,sample,43
AT,2022-06-11,inc case,61429,B-2022-02-25,2022-05-28,2 wk,sample,43
BE,2022-06-11,inc case,74172,A-2022-02-25,2022-05-28,2 wk,sample,43
BE,2022-06-11,inc case,60557,B-2022-02-25,2022-05-28,2 wk,sample,43
BG,2022-06-11,inc case,8080,A-2022-02-25,2022-05-28,2 wk,sample,43
BG,2022-06-11,inc case,3901,B-2022-02-25,2022-05-28,2 wk,sample,43
CH,2022-06-11,inc case,38993,A-2022-02-25,2022-05-28,2 wk,sample,43
CH,2022-06-11,inc case,35749,B-2022-02-25,2022-05-28,2 wk,sample,43
CY,2022-06-11,inc case,7417,A-2022-02-25,2022-05-28,2 wk,sample,43
CY,2022-06-11,inc case,8353,B-2022-02-25,2022-05-28,2 wk,sample,43
CZ,2022-06-11,inc case,5118,A-2022-02-25,2022-05-28,2 wk,sample,43
CZ,2022-06-11,inc case,5885,B-2022-02-25,2022-05-28,2 wk,sample,43
DE,2022-06-11,inc case,779784,A-2022-02-25,2022-05-28,2 wk,sample,43
DE,2022-06-11,inc case,978450,B-2022-02-25,2022-05-28,2 wk,sample,43
DK,2022-06-11,inc case,23697,A-2022-02-25,2022-05-28,2 wk,sample,43
DK,2022-06-11,inc case,23208,B-2022-02-25,2022-05-28,2 wk,sample,43
EE,2022-06-11,inc case,4152,A-2022-02-25,2022-05-28,2 wk,sample,43
EE,2022-06-11,inc case,6236,B-2022-02-25,2022-05-28,2 wk,sample,43
ES,2022-06-11,inc case,303884,A-2022-02-25,2022-05-28,2 wk,sample,43
ES,2022-06-11,inc case,464880,B-2022-02-25,2022-05-28,2 wk,sample,43
FI,2022-06-11,inc case,57506,A-2022-02-25,2022-05-28,2 wk,sample,43
FI,2022-06-11,inc case,41864,B-2022-02-25,2022-05-28,2 wk,sample,43
FR,2022-06-11,inc case,252369,A-2022-02-25,2022-05-28,2 wk,sample,43
FR,2022-06-11,inc case,415894,B-2022-02-25,2022-05-28,2 wk,sample,43
GB,2022-06-11,inc case,164476,A-2022-02-25,2022-05-28,2 wk,sample,43
GB,2022-06-11,inc case,189563,B-2022-02-25,2022-05-28,2 wk,sample,43
GR,2022-06-11,inc case,124430,A-2022-02-25,2022-05-28,2 wk,sample,43
GR,2022-06-11,inc case,127761,B-2022-02-25,2022-05-28,2 wk,sample,43
HR,2022-06-11,inc case,12440,A-2022-02-25,2022-05-28,2 wk,sample,43
HR,2022-06-11,inc case,9129,B-2022-02-25,2022-05-28,2 wk,sample,43
HU,2022-06-11,inc case,16597,A-2022-02-25,2022-05-28,2 wk,sample,43
HU,2022-06-11,inc case,13915,B-2022-02-25,2022-05-28,2 wk,sample,43
IE,2022-06-11,inc case,38655,A-2022-02-25,2022-05-28,2 wk,sample,43
IE,2022-06-11,inc case,44348,B-2022-02-25,2022-05-28,2 wk,sample,43
IS,2022-06-11,inc case,3777,A-2022-02-25,2022-05-28,2 wk,sample,43
IS,2022-06-11,inc case,3359,B-2022-02-25,2022-05-28,2 wk,sample,43
IT,2022-06-11,inc case,663165,A-2022-02-25,2022-05-28,2 wk,sample,43
IT,2022-06-11,inc case,686899,B-2022-02-25,2022-05-28,2 wk,sample,43
LI,2022-06-11,inc case,167,A-2022-02-25,2022-05-28,2 wk,sample,43
LI,2022-06-11,inc case,105,B-2022-02-25,2022-05-28,2 wk,sample,43
LT,2022-06-11,inc case,2780,A-2022-02-25,2022-05-28,2 wk,sample,43
LT,2022-06-11,inc case,3351,B-2022-02-25,2022-05-28,2 wk,sample,43
LU,2022-06-11,inc case,0,A-2022-02-25,2022-05-28,2 wk,sample,43
LU,2022-06-11,inc case,0,B-2022-02-25,2022-05-28,2 wk,sample,43
LV,2022-06-11,inc case,5860,A-2022-02-25,2022-05-28,2 wk,sample,43
LV,2022-06-11,inc case,6409,B-2022-02-25,2022-05-28,2 wk,sample,43
MT,2022-06-11,inc case,3376,A-2022-02-25,2022-05-28,2 wk,sample,43
MT,2022-06-11,inc case,3017,B-2022-02-25,2022-05-28,2 wk,sample,43
NL,2022-06-11,inc case,45348,A-2022-02-25,2022-05-28,2 wk,sample,43
NL,2022-06-11,inc case,30770,B-2022-02-25,2022-05-28,2 wk,sample,43
NO,2022-06-11,inc case,5407,A-2022-02-25,2022-05-28,2 wk,sample,43
NO,2022-06-11,inc case,8593,B-2022-02-25,2022-05-28,2 wk,sample,43
PL,2022-06-11,inc case,8601,A-2022-02-25,2022-05-28,2 wk,sample,43
PL,2022-06-11,inc case,8882,B-2022-02-25,2022-05-28,2 wk,sample,43
PT,2022-06-11,inc case,1323175,A-2022-02-25,2022-05-28,2 wk,sample,43
PT,2022-06-11,inc case,563695,B-2022-02-25,2022-05-28,2 wk,sample,43
RO,2022-06-11,inc case,9018,A-2022-02-25,2022-05-28,2 wk,sample,43
RO,2022-06-11,inc case,7287,B-2022-02-25,2022-05-28,2 wk,sample,43
SE,2022-06-11,inc case,4699,A-2022-02-25,2022-05-28,2 wk,sample,43
SE,2022-06-11,inc case,7294,B-2022-02-25,2022-05-28,2 wk,sample,43
SI,2022-06-11,inc case,13347,A-2022-02-25,2022-05-28,2 wk,sample,43
SI,2022-06-11,inc case,11145,B-2022-02-25,2022-05-28,2 wk,sample,43
SK,2022-06-11,inc case,9370,A-2022-02-25,2022-05-28,2 wk,sample,43
SK,2022-06-11,inc case,4876,B-2022-02-25,2022-05-28,2 wk,sample,43
AT,2022-06-11,inc death,223,A-2022-02-25,2022-05-28,2 wk,sample,43
AT,2022-06-11,inc death,187,B-2022-02-25,2022-05-28,2 wk,sample,43
BE,2022-06-11,inc death,305,A-2022-02-25,2022-05-28,2 wk,sample,43
BE,2022-06-11,inc death,206,B-2022-02-25,2022-05-28,2 wk,sample,43
BG,2022-06-11,inc death,279,A-2022-02-25,2022-05-28,2 wk,sample,43
BG,2022-06-11,inc death,215,B-2022-02-25,2022-05-28,2 wk,sample,43
CH,2022-06-11,inc death,13,A-2022-02-25,2022-05-28,2 wk,sample,43
CH,2022-06-11,inc death,10,B-2022-02-25,2022-05-28,2 wk,sample,43
CY,2022-06-11,inc death,10,A-2022-02-25,2022-05-28,2 wk,sample,43
CY,2022-06-11,inc death,10,B-2022-02-25,2022-05-28,2 wk,sample,43
CZ,2022-06-11,inc death,70,A-2022-02-25,2022-05-28,2 wk,sample,43
CZ,2022-06-11,inc death,65,B-2022-02-25,2022-05-28,2 wk,sample,43
DE,2022-06-11,inc death,3076,A-2022-02-25,2022-05-28,2 wk,sample,43
DE,2022-06-11,inc death,2099,B-2022-02-25,2022-05-28,2 wk,sample,43
DK,2022-06-11,inc death,46,A-2022-02-25,2022-05-28,2 wk,sample,43
DK,2022-06-11,inc death,176,B-2022-02-25,2022-05-28,2 wk,sample,43
EE,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,43
EE,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,43
ES,2022-06-11,inc death,2256,A-2022-02-25,2022-05-28,2 wk,sample,43
ES,2022-06-11,inc death,1922,B-2022-02-25,2022-05-28,2 wk,sample,43
FI,2022-06-11,inc death,529,A-2022-02-25,2022-05-28,2 wk,sample,43
FI,2022-06-11,inc death,646,B-2022-02-25,2022-05-28,2 wk,sample,43
FR,2022-06-11,inc death,1509,A-2022-02-25,2022-05-28,2 wk,sample,43
FR,2022-06-11,inc death,1670,B-2022-02-25,2022-05-28,2 wk,sample,43
GB,2022-06-11,inc death,2285,A-2022-02-25,2022-05-28,2 wk,sample,43
GB,2022-06-11,inc death,2328,B-2022-02-25,2022-05-28,2 wk,sample,43
GR,2022-06-11,inc death,599,A-2022-02-25,2022-05-28,2 wk,sample,43
GR,2022-06-11,inc death,402,B-2022-02-25,2022-05-28,2 wk,sample,43
HR,2022-06-11,inc death,74,A-2022-02-25,2022-05-28,2 wk,sample,43
HR,2022-06-11,inc death,83,B-2022-02-25,2022-05-28,2 wk,sample,43
HU,2022-06-11,inc death,206,A-2022-02-25,2022-05-28,2 wk,sample,43
HU,2022-06-11,inc death,197,B-2022-02-25,2022-05-28,2 wk,sample,43
IE,2022-06-11,inc death,188,A-2022-02-25,2022-05-28,2 wk,sample,43
IE,2022-06-11,inc death,297,B-2022-02-25,2022-05-28,2 wk,sample,43
IS,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,43
IS,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,43
IT,2022-06-11,inc death,2975,A-2022-02-25,2022-05-28,2 wk,sample,43
IT,2022-06-11,inc death,2882,B-2022-02-25,2022-05-28,2 wk,sample,43
LI,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,43
LI,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,43
LT,2022-06-11,inc death,29,A-2022-02-25,2022-05-28,2 wk,sample,43
LT,2022-06-11,inc death,31,B-2022-02-25,2022-05-28,2 wk,sample,43
LU,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,43
LU,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,43
LV,2022-06-11,inc death,38,A-2022-02-25,2022-05-28,2 wk,sample,43
LV,2022-06-11,inc death,19,B-2022-02-25,2022-05-28,2 wk,sample,43
MT,2022-06-11,inc death,8,A-2022-02-25,2022-05-28,2 wk,sample,43
MT,2022-06-11,inc death,11,B-2022-02-25,2022-05-28,2 wk,sample,43
NL,2022-06-11,inc death,29,A-2022-02-25,2022-05-28,2 wk,sample,43
NL,2022-06-11,inc death,31,B-2022-02-25,2022-05-28,2 wk,sample,43
NO,2022-06-11,inc death,235,A-2022-02-25,2022-05-28,2 wk,sample,43
NO,2022-06-11,inc death,216,B-2022-02-25,2022-05-28,2 wk,sample,43
PL,2022-06-11,inc death,225,A-2022-02-25,2022-05-28,2 wk,sample,43
PL,2022-06-11,inc death,266,B-2022-02-25,2022-05-28,2 wk,sample,43
PT,2022-06-11,inc death,922,A-2022-02-25,2022-05-28,2 wk,sample,43
PT,2022-06-11,inc death,1029,B-2022-02-25,2022-05-28,2 wk,sample,43
RO,2022-06-11,inc death,142,A-2022-02-25,2022-05-28,2 wk,sample,43
RO,2022-06-11,inc death,118,B-2022-02-25,2022-05-28,2 wk,sample,43
SE,2022-06-11,inc death,138,A-2022-02-25,2022-05-28,2 wk,sample,43
SE,2022-06-11,inc death,183,B-2022-02-25,2022-05-28,2 wk,sample,43
SI,2022-06-11,inc death,49,A-2022-02-25,2022-05-28,2 wk,sample,43
SI,2022-06-11,inc death,31,B-2022-02-25,2022-05-28,2 wk,sample,43
SK,2022-06-11,inc death,92,A-2022-02-25,2022-05-28,2 wk,sample,43
SK,2022-06-11,inc death,110,B-2022-02-25,2022-05-28,2 wk,sample,43
AT,2022-06-04,inc case,69426,A-2022-02-25,2022-05-28,1 wk,sample,44
AT,2022-06-04,inc case,79367,B-2022-02-25,2022-05-28,1 wk,sample,44
BE,2022-06-04,inc case,71546,A-2022-02-25,2022-05-28,1 wk,sample,44
BE,2022-06-04,inc case,70787,B-2022-02-25,2022-05-28,1 wk,sample,44
BG,2022-06-04,inc case,5812,A-2022-02-25,2022-05-28,1 wk,sample,44
BG,2022-06-04,inc case,7092,B-2022-02-25,2022-05-28,1 wk,sample,44
CH,2022-06-04,inc case,25532,A-2022-02-25,2022-05-28,1 wk,sample,44
CH,2022-06-04,inc case,31059,B-2022-02-25,2022-05-28,1 wk,sample,44
CY,2022-06-04,inc case,6337,A-2022-02-25,2022-05-28,1 wk,sample,44
CY,2022-06-04,inc case,11158,B-2022-02-25,2022-05-28,1 wk,sample,44
CZ,2022-06-04,inc case,6301,A-2022-02-25,2022-05-28,1 wk,sample,44
CZ,2022-06-04,inc case,8215,B-2022-02-25,2022-05-28,1 wk,sample,44
DE,2022-06-04,inc case,710190,A-2022-02-25,2022-05-28,1 wk,sample,44
DE,2022-06-04,inc case,889692,B-2022-02-25,2022-05-28,1 wk,sample,44
DK,2022-06-04,inc case,17747,A-2022-02-25,2022-05-28,1 wk,sample,44
DK,2022-06-04,inc case,23232,B-2022-02-25,2022-05-28,1 wk,sample,44
EE,2022-06-04,inc case,4510,A-2022-02-25,2022-05-28,1 wk,sample,44
EE,2022-06-04,inc case,4483,B-2022-02-25,2022-05-28,1 wk,sample,44
ES,2022-06-04,inc case,267297,A-2022-02-25,2022-05-28,1 wk,sample,44
ES,2022-06-04,inc case,549738,B-2022-02-25,2022-05-28,1 wk,sample,44
FI,2022-06-04,inc case,46469,A-2022-02-25,2022-05-28,1 wk,sample,44
FI,2022-06-04,inc case,64123,B-2022-02-25,2022-05-28,1 wk,sample,44
FR,2022-06-04,inc case,405236,A-2022-02-25,2022-05-28,1 wk,sample,44
FR,2022-06-04,inc case,528126,B-2022-02-25,2022-05-28,1 wk,sample,44
GB,2022-06-04,inc case,114824,A-2022-02-25,2022-05-28,1 wk,sample,44
GB,2022-06-04,inc case,202229,B-2022-02-25,2022-05-28,1 wk,sample,44
GR,2022-06-04,inc case,109191,A-2022-02-25,2022-05-28,1 wk,sample,44
GR,2022-06-04,inc case,147169,B-2022-02-25,2022-05-28,1 wk,sample,44
HR,2022-06-04,inc case,10234,A-2022-02-25,2022-05-28,1 wk,sample,44
HR,2022-06-04,inc case,10973,B-2022-02-25,2022-05-28,1 wk,sample,44
HU,2022-06-04,inc case,14756,A-2022-02-25,2022-05-28,1 wk,sample,44
HU,2022-06-04,inc case,19551,B-2022-02-25,2022-05-28,1 wk,sample,44
IE,2022-06-04,inc case,46676,A-2022-02-25,2022-05-28,1 wk,sample,44
IE,2022-06-04,inc case,53132,B-2022-02-25,2022-05-28,1 wk,sample,44
IS,2022-06-04,inc case,3118,A-2022-02-25,2022-05-28,1 wk,sample,44
IS,2022-06-04,inc case,3288,B-2022-02-25,2022-05-28,1 wk,sample,44
IT,2022-06-04,inc case,385479,A-2022-02-25,2022-05-28,1 wk,sample,44
IT,2022-06-04,inc case,736346,B-2022-02-25,2022-05-28,1 wk,sample,44
LI,2022-06-04,inc case,140,A-2022-02-25,2022-05-28,1 wk,sample,44
LI,2022-06-04,inc case,174,B-2022-02-25,2022-05-28,1 wk,sample,44
LT,2022-06-04,inc case,3126,A-2022-02-25,2022-05-28,1 wk,sample,44
LT,2022-06-04,inc case,5113,B-2022-02-25,2022-05-28,1 wk,sample,44
LU,2022-06-04,inc case,0,A-2022-02-25,2022-05-28,1 wk,sample,44
LU,2022-06-04,inc case,0,B-2022-02-25,2022-05-28,1 wk,sample,44
LV,2022-06-04,inc case,2939,A-2022-02-25,2022-05-28,1 wk,sample,44
LV,2022-06-04,inc case,8064,B-2022-02-25,2022-05-28,1 wk,sample,44
MT,2022-06-04,inc case,2435,A-2022-02-25,2022-05-28,1 wk,sample,44
MT,2022-06-04,inc case,2668,B-2022-02-25,2022-05-28,1 wk,sample,44
NL,2022-06-04,inc case,25086,A-2022-02-25,2022-05-28,1 wk,sample,44
NL,2022-06-04,inc case,35171,B-2022-02-25,2022-05-28,1 wk,sample,44
NO,2022-06-04,inc case,5148,A-2022-02-25,2022-05-28,1 wk,sample,44
NO,2022-06-04,inc case,7457,B-2022-02-25,2022-05-28,1 wk,sample,44
PL,2022-06-04,inc case,5747,A-2022-02-25,2022-05-28,1 wk,sample,44
PL,2022-06-04,inc case,8895,B-2022-02-25,2022-05-28,1 wk,sample,44
PT,2022-06-04,inc case,706884,A-2022-02-25,2022-05-28,1 wk,sample,44
PT,2022-06-04,inc case,658176,B-2022-02-25,2022-05-28,1 wk,sample,44
RO,2022-06-04,inc case,10864,A-2022-02-25,2022-05-28,1 wk,sample,44
