location,target_end_date,value,scenario_id,forecast_date,target,type,quantile
IE,2022-02-05,58,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.95
IE,2022-02-05,61,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.975
IE,2022-02-05,64,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.99
IE,2022-02-05,295,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.01
IE,2022-02-05,336,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.025
IE,2022-02-05,370,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.05
IE,2022-02-05,411,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.1
IE,2022-02-05,438,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.15
IE,2022-02-05,459,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.2
IE,2022-02-05,478,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.25
IE,2022-02-05,494,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.3
IE,2022-02-05,509,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.35
IE,2022-02-05,524,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.4
IE,2022-02-05,538,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.45
IE,2022-02-05,552,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.5
IE,2022-02-05,566,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.55
IE,2022-02-05,580,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.6
IE,2022-02-05,595,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.65
IE,2022-02-05,610,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.7
IE,2022-02-05,626,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.75
IE,2022-02-05,645,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.8
IE,2022-02-05,666,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.85
IE,2022-02-05,693,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.9
IE,2022-02-05,734,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.95
IE,2022-02-05,768,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.975
IE,2022-02-05,809,B-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.99
IE,2022-02-05,315,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.01
IE,2022-02-05,358,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.025
IE,2022-02-05,395,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.05
IE,2022-02-05,438,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.1
IE,2022-02-05,467,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.15
IE,2022-02-05,490,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.2
IE,2022-02-05,510,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.25
IE,2022-02-05,527,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.3
IE,2022-02-05,544,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.35
IE,2022-02-05,559,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.4
IE,2022-02-05,574,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.45
IE,2022-02-05,589,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.5
IE,2022-02-05,604,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.55
IE,2022-02-05,619,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.6
IE,2022-02-05,634,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.65
IE,2022-02-05,651,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.7
IE,2022-02-05,668,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.75
IE,2022-02-05,688,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.8
IE,2022-02-05,711,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.85
IE,2022-02-05,740,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.9
IE,2022-02-05,783,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.95
IE,2022-02-05,820,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.975
IE,2022-02-05,863,A-2022-02-03,2022-01-29,1 wk ahead inc hosp,quantile,0.99
IE,2022-02-05,12822,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.01
IE,2022-02-05,14579,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.025
IE,2022-02-05,16090,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.05
IE,2022-02-05,17832,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.1
IE,2022-02-05,19008,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.15
IE,2022-02-05,19942,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.2
IE,2022-02-05,20743,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.25
IE,2022-02-05,21463,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.3
IE,2022-02-05,22130,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.35
IE,2022-02-05,22763,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.4
IE,2022-02-05,23375,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.45
IE,2022-02-05,23978,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.5
IE,2022-02-05,24581,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.55
IE,2022-02-05,25193,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.6
IE,2022-02-05,25826,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.65
IE,2022-02-05,26493,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.7
IE,2022-02-05,27213,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.75
IE,2022-02-05,28014,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.8
IE,2022-02-05,28948,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.85
IE,2022-02-05,30124,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.9
IE,2022-02-05,31866,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.95
IE,2022-02-05,33377,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.975
IE,2022-02-05,35134,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.99
IE,2022-02-05,13678,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.01
IE,2022-02-05,15552,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.025
IE,2022-02-05,17164,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.05
IE,2022-02-05,19023,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.1
IE,2022-02-05,20277,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.15
IE,2022-02-05,21273,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.2
IE,2022-02-05,22128,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.25
IE,2022-02-05,22896,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.3
IE,2022-02-05,23608,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.35
IE,2022-02-05,24283,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.4
IE,2022-02-05,24936,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.45
IE,2022-02-05,25579,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.5
IE,2022-02-05,26222,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.55
IE,2022-02-05,26875,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.6
IE,2022-02-05,27550,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.65
IE,2022-02-05,28262,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.7
IE,2022-02-05,29030,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.75
IE,2022-02-05,29885,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.8
IE,2022-02-05,30881,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.85
IE,2022-02-05,32135,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.9
IE,2022-02-05,33994,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.95
IE,2022-02-05,35606,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.975
IE,2022-02-05,37480,A-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.99
IE,2022-02-12,24,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.01
IE,2022-02-12,27,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.025
IE,2022-02-12,30,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.05
IE,2022-02-12,33,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.1
IE,2022-02-12,36,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.15
IE,2022-02-12,37,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.2
IE,2022-02-12,39,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.25
IE,2022-02-12,40,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.3
IE,2022-02-12,42,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.35
IE,2022-02-12,43,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.4
IE,2022-02-12,44,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.45
IE,2022-02-12,45,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.5
IE,2022-02-12,46,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.55
IE,2022-02-12,47,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.6
IE,2022-02-12,48,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.65
IE,2022-02-12,50,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.7
IE,2022-02-12,51,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.75
IE,2022-02-12,53,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.8
IE,2022-02-12,54,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.85
IE,2022-02-12,57,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.9
IE,2022-02-12,60,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.95
IE,2022-02-12,63,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.975
IE,2022-02-12,66,A-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.99
IE,2022-02-12,25,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.01
IE,2022-02-12,28,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.025
IE,2022-02-12,31,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.05
IE,2022-02-12,34,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.1
IE,2022-02-12,36,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.15
IE,2022-02-12,38,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.2
IE,2022-02-12,40,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.25
IE,2022-02-12,41,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.3
IE,2022-02-12,42,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.35
IE,2022-02-12,44,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.4
IE,2022-02-12,45,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.45
IE,2022-02-12,46,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.5
IE,2022-02-12,47,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.55
IE,2022-02-12,48,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.6
IE,2022-02-12,50,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.65
IE,2022-02-12,51,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.7
IE,2022-02-12,52,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.75
IE,2022-02-12,54,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.8
IE,2022-02-12,56,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.85
IE,2022-02-12,58,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.9
IE,2022-02-12,61,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.95
IE,2022-02-12,64,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.975
IE,2022-02-12,67,B-2022-02-03,2022-01-29,2 wk ahead inc death,quantile,0.99
IE,2022-02-12,326,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.01
IE,2022-02-12,370,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.025
IE,2022-02-12,409,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.05
IE,2022-02-12,453,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.1
IE,2022-02-12,483,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.15
IE,2022-02-12,506,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.2
IE,2022-02-12,527,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.25
IE,2022-02-12,545,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.3
IE,2022-02-12,562,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.35
IE,2022-02-12,578,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.4
IE,2022-02-12,594,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.45
IE,2022-02-12,609,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.5
IE,2022-02-12,624,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.55
IE,2022-02-12,640,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.6
IE,2022-02-12,656,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.65
IE,2022-02-12,673,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.7
IE,2022-02-12,691,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.75
IE,2022-02-12,712,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.8
IE,2022-02-12,735,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.85
IE,2022-02-12,765,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.9
IE,2022-02-12,809,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.95
IE,2022-02-12,848,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.975
IE,2022-02-12,892,A-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.99
IE,2022-02-12,333,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.01
IE,2022-02-12,378,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.025
IE,2022-02-12,417,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.05
IE,2022-02-12,463,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.1
IE,2022-02-12,493,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.15
IE,2022-02-12,517,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.2
IE,2022-02-12,538,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.25
IE,2022-02-12,557,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.3
IE,2022-02-12,574,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.35
IE,2022-02-12,590,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.4
IE,2022-02-12,606,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.45
IE,2022-02-12,622,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.5
IE,2022-02-12,638,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.55
IE,2022-02-12,654,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.6
IE,2022-02-12,670,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.65
IE,2022-02-12,687,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.7
IE,2022-02-12,706,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.75
IE,2022-02-12,727,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.8
IE,2022-02-12,751,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.85
IE,2022-02-12,781,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.9
IE,2022-02-12,827,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.95
IE,2022-02-12,866,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.975
IE,2022-02-12,911,B-2022-02-03,2022-01-29,2 wk ahead inc hosp,quantile,0.99
IE,2022-02-12,14134,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.01
IE,2022-02-12,16071,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.025
IE,2022-02-12,17737,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.05
IE,2022-02-12,19657,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.1
IE,2022-02-12,20953,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.15
IE,2022-02-12,21983,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.2
IE,2022-02-12,22866,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.25
IE,2022-02-12,23660,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.3
IE,2022-02-12,24395,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.35
IE,2022-02-12,25093,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.4
IE,2022-02-12,25768,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.45
IE,2022-02-12,26432,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.5
IE,2022-02-12,27096,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.55
IE,2022-02-12,27771,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.6
IE,2022-02-12,28469,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.65
IE,2022-02-12,29204,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.7
IE,2022-02-12,29998,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.75
IE,2022-02-12,30881,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.8
IE,2022-02-12,31911,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.85
IE,2022-02-12,33207,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.9
IE,2022-02-12,35127,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.95
IE,2022-02-12,36793,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.975
IE,2022-02-12,38730,A-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.99
IE,2022-02-12,14449,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.01
IE,2022-02-12,16429,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.025
IE,2022-02-12,18132,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.05
IE,2022-02-12,20095,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.1
IE,2022-02-12,21420,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.15
IE,2022-02-12,22473,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.2
IE,2022-02-12,23376,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.25
IE,2022-02-12,24187,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.3
IE,2022-02-12,24939,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.35
IE,2022-02-12,25652,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.4
IE,2022-02-12,26342,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.45
IE,2022-02-12,27021,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.5
IE,2022-02-12,27700,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.55
IE,2022-02-12,28390,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.6
IE,2022-02-12,29103,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.65
IE,2022-02-12,29855,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.7
IE,2022-02-12,30666,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.75
IE,2022-02-12,31569,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.8
IE,2022-02-12,32622,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.85
IE,2022-02-12,33947,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.9
IE,2022-02-12,35910,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.95
IE,2022-02-12,37613,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.975
IE,2022-02-12,39593,B-2022-02-03,2022-01-29,2 wk ahead inc case,quantile,0.99
IS,2022-02-05,1,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.01
IS,2022-02-05,1,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.025
IS,2022-02-05,1,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.05
IS,2022-02-05,1,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.1
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.15
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.2
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.25
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.3
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.35
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.4
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.45
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.5
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.55
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.6
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.65
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.7
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.75
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.8
IS,2022-02-05,2,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.85
IS,2022-02-05,3,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.9
IS,2022-02-05,3,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.95
IS,2022-02-05,3,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.975
IS,2022-02-05,3,A-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.99
IS,2022-02-05,1,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.01
IS,2022-02-05,1,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.025
IS,2022-02-05,1,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.05
IS,2022-02-05,1,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.1
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.15
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.2
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.25
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.3
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.35
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.4
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.45
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.5
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.55
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.6
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.65
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.7
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.75
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.8
IS,2022-02-05,2,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.85
IS,2022-02-05,3,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.9
IS,2022-02-05,3,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.95
IS,2022-02-05,3,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.975
IS,2022-02-05,3,B-2022-02-03,2022-01-29,1 wk ahead inc death,quantile,0.99
IS,2022-02-05,4471,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.01
IS,2022-02-05,5084,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.025
IS,2022-02-05,5611,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.05
IS,2022-02-05,6219,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.1
IS,2022-02-05,6629,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.15
IS,2022-02-05,6954,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.2
IS,2022-02-05,7234,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.25
IS,2022-02-05,7485,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.3
IS,2022-02-05,7718,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.35
IS,2022-02-05,7938,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.4
IS,2022-02-05,8152,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.45
IS,2022-02-05,8362,B-2022-02-03,2022-01-29,1 wk ahead inc case,quantile,0.5
